Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,3,5,2,3,3,3,0,0,0,0,0
15,8,3,6,2,5,5,4,1,0,0,0,0
20,16,6,10,3,7,7,5,2,0,0,0,0
25,19,8,11,5,10,10,5,5,0,0,0,0
30,24,11,13,7,13,13,6,7,0,0,0,0
35,28,11,15,7,15,15,6,9,0,0,0,0
40,31,13,16,9,17,17,7,10,0,0,0,0
45,32,15,17,10,17,17,7,10,0,0,0,0
50,37,18,19,11,19,19,8,11,0,0,0,0
55,39,18,21,11,21,21,10,11,0,0,0,0
60,47,21,23,12,23,23,10,13,0,0,0,0
65,50,23,26,13,25,25,11,14,0,0,0,0
70,55,29,29,18,26,26,11,15,0,0,0,0
75,59,30,30,18,28,28,12,16,0,0,0,0
80,62,33,31,18,28,28,12,16,0,0,0,0
85,63,35,31,19,28,28,12,16,0,0,0,0
90,68,38,32,20,28,28,12,16,0,0,0,0
95,70,40,34,20,29,29,13,16,0,0,0,0
100,78,44,36,22,30,30,13,17,0,0,0,0
105,81,48,37,23,31,31,14,17,0,0,0,0
110,86,54,39,25,32,32,14,18,0,0,0,0
115,90,55,41,26,34,34,15,19,0,0,0,0
120,93,58,43,28,34,34,15,19,0,0,0,0
125,94,60,44,29,34,34,15,19,0,0,0,0
130,99,63,45,29,34,34,15,19,0,0,0,0
135,101,65,46,30,35,35,15,20,0,0,0,0
140,109,69,50,33,36,36,16,20,0,0,0,0
145,112,73,53,34,36,36,16,20,0,0,0,0
150,117,80,56,39,37,37,17,20,0,0,0,0
155,121,80,58,39,38,38,17,21,0,0,0,0
160,124,85,60,42,38,38,17,21,0,0,0,0
165,125,87,60,43,38,38,17,21,0,0,0,0
170,130,89,63,45,38,38,17,21,0,0,0,0
175,132,92,64,46,39,39,17,22,0,0,0,0
180,140,96,68,49,40,40,18,22,0,0,0,0
185,143,101,70,50,40,40,18,22,0,0,0,0
190,148,107,72,54,41,41,18,23,0,0,0,0
195,152,108,74,54,42,42,19,23,0,0,0,0
200,155,112,76,56,42,42,19,23,0,0,0,0
205,156,114,77,58,42,42,19,23,0,0,0,0
210,161,117,80,60,42,42,19,23,0,0,0,0
215,163,119,80,61,43,43,19,24,0,0,0,0
220,171,123,85,63,44,44,20,24,0,0,0,0
225,174,127,87,65,44,44,20,24,0,0,0,0
230,179,134,91,70,45,45,21,24,0,0,0,0
235,183,134,93,70,46,46,21,25,0,0,0,0
240,186,139,94,73,46,46,21,25,0,0,0,0
245,187,141,94,73,46,46,21,25,0,0,0,0
250,192,144,96,74,46,46,21,25,0,0,0,0
255,194,146,96,75,47,47,21,26,0,0,0,0
260,202,150,101,76,48,48,22,26,0,0,0,0
