Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,3,5,2,3,3,3,0,0,0,0,0
15,8,3,6,2,5,5,4,1,0,0,0,0
20,16,6,10,3,8,8,6,2,0,0,0,0
25,19,7,11,4,12,12,7,5,0,0,0,0
30,24,9,13,5,15,15,8,7,0,0,0,0
35,28,9,15,5,18,18,9,9,0,0,0,0
40,31,11,16,7,20,20,9,11,0,0,0,0
45,32,12,17,8,20,20,9,11,0,0,0,0
50,37,14,19,9,23,23,10,13,0,0,0,0
55,39,14,21,9,25,25,12,13,0,0,0,0
60,47,17,23,10,29,29,13,16,0,0,0,0
65,50,19,26,11,31,31,15,16,0,0,0,0
70,55,22,29,13,33,33,16,17,0,0,0,0
75,59,22,30,13,36,36,17,19,0,0,0,0
80,62,25,31,13,36,36,17,19,0,0,0,0
85,63,26,31,13,36,36,17,19,0,0,0,0
90,68,28,32,14,38,38,17,21,0,0,0,0
95,70,28,34,14,39,39,18,21,0,0,0,0
100,78,33,36,16,41,41,18,23,0,0,0,0
105,81,35,37,16,44,44,19,25,0,0,0,0
110,86,38,39,18,46,46,19,27,0,0,0,0
115,90,38,41,18,49,49,21,28,0,0,0,0
120,93,41,43,20,50,50,21,29,0,0,0,0
125,94,42,44,21,50,50,21,29,0,0,0,0
130,99,44,45,21,51,51,21,30,0,0,0,0
135,101,45,46,21,52,52,21,31,0,0,0,0
140,109,50,50,25,54,54,22,32,0,0,0,0
145,112,52,53,26,55,55,23,32,0,0,0,0
150,117,59,56,30,56,56,24,32,0,0,0,0
155,121,59,58,30,58,58,24,34,0,0,0,0
160,124,62,60,32,58,58,24,34,0,0,0,0
165,125,65,60,34,58,58,24,34,0,0,0,0
170,130,67,63,36,59,59,24,35,0,0,0,0
175,132,68,64,37,60,60,24,36,0,0,0,0
180,140,73,68,40,62,62,25,37,0,0,0,0
185,143,75,70,40,63,63,26,37,0,0,0,0
190,148,82,72,44,64,64,26,38,0,0,0,0
195,152,82,74,44,66,66,27,39,0,0,0,0
200,155,85,76,45,66,66,27,39,0,0,0,0
205,156,88,77,48,66,66,27,39,0,0,0,0
210,161,90,80,50,67,67,27,40,0,0,0,0
215,163,91,80,50,68,68,27,41,0,0,0,0
220,171,96,85,53,70,70,28,42,0,0,0,0
225,174,98,87,54,71,71,29,42,0,0,0,0
230,179,105,91,59,72,72,30,42,0,0,0,0
235,183,105,93,59,74,74,30,44,0,0,0,0
240,186,108,94,61,74,74,30,44,0,0,0,0
245,187,111,94,62,74,74,30,44,0,0,0,0
250,192,113,96,62,75,75,31,44,0,0,0,0
255,194,114,96,62,76,76,31,45,0,0,0,0
260,202,119,101,64,78,78,33,45,0,0,0,0
