Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,4,6,3,3,3,3,0
15,15,7,9,3,7,7,6,1
20,31,14,16,8,15,15,8,7
25,50,23,26,12,25,25,13,12
30,74,35,36,18,37,37,17,20
35,102,47,46,22,52,52,24,28
40,133,60,64,27,70,70,35,35
45,164,73,81,32,88,88,46,42
50,195,86,96,42,106,106,54,52
55,226,99,110,49,124,124,61,63
60,257,112,125,53,142,142,70,72
65,288,121,140,60,163,157,79,78
70,319,131,157,68,183,172,86,86
75,350,142,173,76,203,187,94,93
80,381,149,188,83,229,203,102,101
85,412,153,202,87,257,227,115,112
90,443,156,213,90,286,247,121,126
95,474,158,226,92,314,269,130,139
100,505,160,237,93,345,292,142,150
105,536,163,250,96,371,310,149,161
110,567,165,259,98,400,330,156,174
115,598,170,278,102,427,350,172,178
120,629,174,292,105,453,371,182,189
125,660,175,310,106,485,381,187,194
130,691,175,329,106,516,389,193,196
135,722,175,347,106,547,397,198,199
140,753,175,363,106,578,405,203,202
145,784,175,377,106,609,412,208,204
150,815,175,385,106,640,419,209,210
155,846,175,398,106,671,426,211,215
160,877,175,412,106,702,433,217,216
165,908,175,427,106,733,439,218,221
170,939,175,442,106,764,445,222,223
175,970,175,460,106,795,451,225,226
180,1001,175,473,106,826,456,228,228
185,1032,175,488,106,857,459,229,230
190,1063,177,505,107,884,462,229,233
195,1094,181,518,111,912,464,229,235
200,1125,183,536,113,940,466,231,235
205,1156,187,552,117,967,468,232,236
210,1187,191,569,121,996,470,234,236
215,1218,192,583,122,1025,472,235,237
220,1249,194,596,123,1053,474,235,239
225,1280,197,612,126,1081,476,237,239
230,1311,199,624,128,1112,478,238,240
235,1342,199,635,128,1143,480,240,240
240,1373,199,653,128,1174,482,240,242
245,1404,199,668,128,1205,486,241,245
250,1435,199,684,128,1236,489,244,245
255,1466,199,699,128,1267,491,245,246
260,1497,199,713,128,1298,493,246,247
265,1528,199,730,128,1329,495,247,248
270,1559,199,744,128,1360,497,248,249
275,1590,199,756,128,1391,498,249,249
280,1621,199,772,128,1422,499,249,250
285,1652,199,786,128,1453,501,251,250
290,1683,201,806,130,1482,504,253,251
295,1714,203,819,131,1511,507,254,253
300,1745,204,833,132,1541,510,257,253
305,1776,206,845,133,1569,513,258,255
310,1807,208,859,134,1598,516,259,257
315,1838,210,875,135,1628,519,261,258
320,1869,211,891,135,1658,522,262,260
325,1900,212,905,136,1688,525,262,263
330,1931,214,927,138,1717,528,265,263
335,1962,215,942,139,1747,531,268,263
340,1993,215,954,139,1778,533,268,265
345,2024,215,967,139,1809,535,268,267
350,2055,217,986,141,1838,538,269,269
355,2086,219,1001,142,1866,542,271,271
360,2117,222,1017,145,1894,547,275,272
365,2148,222,1033,145,1926,550,276,274
370,2179,222,1049,145,1957,553,278,275
375,2210,222,1065,145,1988,556,280,276
380,2241,222,1080,145,2019,559,280,279
385,2272,222,1097,145,2050,562,281,281
390,2303,222,1111,145,2081,565,282,283
395,2334,222,1123,145,2112,568,283,285
400,2365,222,1139,145,2143,571,285,286
405,2396,222,1157,145,2174,574,287,287
410,2427,222,1175,145,2205,577,289,288
