
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 430,99886,99023,98929,98946,98821,98927,98953,98934,99041,98913,98863,98972,98959,98822,98872,98711,98977,98835,98819,98812,98853,98914,98734,98935,98849,98797,98806,98897,98817,98909,98907,98769
 435,99886,99010,98929,98946,98821,98927,98953,98926,99023,98905,98863,98959,98959,98822,98872,98703,98969,98835,98804,98812,98853,98914,98734,98935,98849,98797,98806,98882,98817,98909,98895,98754
 440,99886,98997,98929,98946,98821,98927,98953,98918,99010,98897,98863,98959,98959,98822,98872,98695,98961,98835,98789,98812,98853,98914,98734,98935,98849,98797,98806,98877,98817,98909,98895,98739
 445,99886,98989,98929,98946,98821,98927,98953,98910,98997,98889,98863,98959,98959,98822,98872,98687,98953,98835,98774,98812,98853,98914,98734,98935,98849,98797,98806,98872,98817,98909,98895,98724
 450,99886,98981,98929,98946,98821,98927,98953,98902,98979,98881,98863,98959,98959,98822,98872,98679,98945,98835,98759,98812,98853,98914,98734,98935,98849,98797,98806,98867,98817,98909,98895,98709
 455,99886,98973,98929,98946,98821,98927,98953,98894,98966,98873,98863,98959,98959,98822,98872,98671,98937,98835,98749,98812,98853,98914,98734,98935,98849,98797,98806,98862,98817,98909,98895,98699
 460,99886,98965,98929,98946,98821,98927,98953,98886,98956,98865,98863,98959,98959,98822,98872,98653,98922,98835,98749,98812,98853,98914,98734,98935,98849,98797,98806,98857,98817,98909,98895,98699
 465,99886,98945,98929,98946,98821,98927,98953,98878,98956,98847,98863,98959,98935,98822,98871,98630,98897,98835,98749,98812,98853,98878,98734,98935,98849,98786,98806,98840,98817,98909,98895,98699
 470,99886,98934,98929,98946,98821,98927,98953,98870,98956,98832,98863,98959,98898,98822,98851,98630,98882,98835,98749,98812,98853,98841,98734,98935,98849,98759,98806,98823,98817,98907,98895,98699
 475,99886,98934,98929,98946,98821,98927,98953,98862,98956,98806,98863,98959,98849,98822,98824,98630,98867,98804,98749,98812,98853,98792,98734,98935,98849,98722,98806,98794,98817,98892,98895,98699
 480,99886,98934,98929,98946,98821,98900,98953,98854,98956,98806,98863,98959,98825,98822,98797,98630,98852,98777,98749,98812,98853,98783,98734,98935,98849,98683,98806,98777,98817,98877,98895,98699
 485,99880,98920,98872,98913,98771,98816,98854,98818,98956,98800,98821,98959,98825,98788,98754,98630,98832,98713,98719,98812,98808,98777,98713,98935,98823,98655,98751,98767,98817,98820,98838,98699
 490,99880,98920,98860,98893,98762,98816,98832,98810,98956,98800,98804,98959,98825,98780,98739,98630,98832,98713,98719,98812,98784,98777,98698,98935,98815,98655,98751,98767,98817,98795,98838,98699
 495,99880,98920,98860,98878,98762,98816,98832,98802,98956,98800,98793,98959,98825,98772,98724,98630,98832,98713,98719,98812,98784,98777,98683,98935,98807,98655,98751,98767,98817,98780,98838,98699
 500,99880,98920,98860,98863,98762,98816,98832,98794,98956,98800,98793,98959,98825,98764,98709,98630,98832,98713,98719,98812,98784,98777,98668,98935,98799,98655,98751,98767,98817,98765,98838,98699
 505,99880,98920,98860,98854,98762,98816,98832,98786,98956,98800,98793,98959,98825,98756,98694,98630,98832,98713,98719,98812,98784,98777,98653,98935,98791,98655,98751,98767,98817,98750,98838,98699
 510,99880,98920,98860,98854,98762,98816,98832,98778,98956,98800,98793,98959,98825,98748,98683,98630,98832,98713,98719,98812,98784,98777,98638,98935,98783,98655,98751,98767,98817,98735,98838,98699
 515,99880,98920,98860,98854,98762,98816,98832,98770,98956,98800,98793,98959,98825,98740,98683,98630,98832,98713,98719,98812,98784,98777,98633,98935,98775,98655,98751,98767,98817,98720,98838,98699
 520,99880,98920,98860,98854,98762,98816,98832,98762,98956,98800,98793,98959,98825,98732,98683,98630,98832,98713,98719,98812,98784,98777,98628,98935,98767,98655,98751,98767,98817,98710,98838,98699
 525,99880,98920,98860,98854,98762,98816,98832,98754,98956,98800,98793,98959,98825,98724,98683,98630,98832,98713,98719,98812,98784,98777,98623,98934,98759,98655,98751,98767,98817,98710,98838,98699
 530,99880,98920,98860,98854,98762,98816,98832,98746,98956,98800,98793,98959,98825,98716,98683,98630,98832,98713,98719,98812,98784,98777,98608,98914,98751,98655,98751,98767,98810,98710,98838,98699
 535,99880,98920,98860,98854,98762,98816,98832,98738,98956,98800,98793,98959,98825,98708,98683,98630,98832,98713,98719,98804,98784,98777,98600,98906,98743,98655,98751,98767,98802,98710,98838,98699
 540,99880,98920,98860,98854,98762,98816,98832,98730,98956,98800,98793,98944,98825,98700,98683,98630,98832,98713,98719,98784,98784,98777,98592,98898,98735,98655,98751,98767,98782,98710,98838,98699
 545,99874,98920,98805,98807,98762,98816,98832,98704,98956,98800,98793,98843,98760,98665,98683,98630,98811,98713,98669,98692,98732,98712,98555,98830,98697,98599,98695,98704,98711,98710,98838,98652
 550,99874,98920,98799,98807,98762,98816,98832,98696,98956,98800,98793,98843,98760,98646,98683,98630,98785,98713,98649,98692,98732,98712,98555,98798,98685,98589,98684,98704,98684,98710,98838,98637
 555,99874,98920,98799,98807,98762,98816,98832,98688,98956,98800,98793,98843,98760,98646,98683,98630,98759,98713,98641,98692,98732,98712,98555,98788,98685,98589,98684,98704,98669,98710,98838,98622
 560,99874,98920,98799,98807,98762,98816,98832,98680,98956,98800,98793,98843,98760,98646,98683,98630,98744,98713,98633,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98838,98607
 565,99874,98920,98799,98807,98762,98816,98832,98672,98943,98800,98793,98843,98760,98646,98683,98629,98736,98713,98625,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98838,98592
 570,99874,98920,98799,98807,98762,98816,98832,98664,98930,98800,98793,98843,98760,98646,98683,98621,98728,98713,98617,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98838,98577
 575,99874,98920,98799,98807,98762,98816,98832,98656,98917,98800,98793,98843,98760,98646,98683,98613,98720,98713,98609,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98838,98562
 580,99874,98920,98799,98807,98762,98816,98832,98648,98899,98800,98793,98843,98760,98646,98683,98605,98712,98713,98601,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98838,98547
 585,99874,98920,98799,98807,98762,98802,98832,98640,98891,98798,98793,98843,98760,98646,98683,98597,98704,98712,98593,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98838,98532
 590,99874,98904,98799,98807,98760,98775,98832,98632,98867,98775,98793,98843,98760,98646,98683,98589,98696,98692,98588,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98832,98517
 595,99874,98896,98799,98807,98752,98724,98807,98624,98859,98767,98791,98843,98760,98646,98683,98581,98688,98684,98588,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98793,98509
 600,99874,98888,98799,98807,98732,98685,98768,98616,98835,98754,98773,98843,98760,98646,98683,98573,98680,98676,98588,98692,98732,98712,98555,98788,98685,98589,98684,98704,98658,98710,98766,98509
 605,99868,98802,98745,98754,98657,98659,98706,98558,98805,98676,98712,98843,98697,98592,98586,98471,98672,98595,98574,98692,98732,98654,98495,98732,98685,98531,98635,98645,98616,98624,98704,98509
 610,99868,98794,98745,98754,98642,98659,98706,98550,98805,98676,98707,98843,98693,98592,98586,98471,98672,98590,98574,98692,98732,98654,98495,98732,98685,98531,98630,98645,98616,98624,98704,98509
 615,99868,98786,98745,98754,98637,98659,98706,98542,98805,98676,98702,98843,98693,98592,98586,98471,98672,98585,98574,98692,98732,98654,98495,98732,98685,98531,98625,98645,98616,98624,98704,98509
 620,99868,98778,98745,98754,98632,98659,98706,98534,98805,98676,98697,98843,98693,98592,98586,98471,98672,98580,98574,98692,98732,98654,98495,98732,98685,98531,98620,98645,98616,98624,98704,98509
 625,99868,98770,98745,98754,98627,98659,98706,98526,98805,98676,98692,98843,98693,98592,98586,98471,98672,98575,98574,98692,98732,98654,98495,98732,98685,98531,98615,98645,98616,98624,98704,98509
 630,99868,98762,98745,98754,98610,98659,98706,98518,98805,98676,98677,98843,98693,98592,98586,98471,98672,98560,98574,98692,98732,98654,98495,98732,98685,98531,98598,98645,98616,98624,98704,98509
 635,99868,98754,98745,98754,98593,98659,98706,98510,98805,98676,98662,98843,98693,98592,98586,98471,98672,98545,98574,98692,98732,98654,98495,98732,98685,98531,98581,98645,98616,98624,98704,98509
 640,99868,98746,98745,98754,98576,98659,98706,98502,98805,98676,98647,98843,98693,98592,98586,98471,98672,98530,98574,98692,98732,98654,98495,98732,98685,98531,98564,98645,98616,98624,98704,98509
 645,99868,98738,98745,98754,98559,98659,98706,98494,98805,98676,98632,98843,98693,98592,98586,98471,98672,98515,98574,98692,98725,98654,98495,98732,98685,98531,98547,98645,98616,98624,98704,98509
 650,99868,98730,98745,98754,98547,98659,98706,98486,98805,98676,98617,98829,98693,98592,98586,98471,98672,98500,98574,98672,98705,98654,98495,98732,98678,98531,98535,98645,98616,98624,98704,98509
 655,99868,98722,98745,98754,98547,98659,98706,98478,98805,98676,98602,98814,98693,98592,98586,98471,98672,98485,98574,98652,98685,98654,98495,98732,98670,98531,98535,98645,98616,98624,98704,98509
 660,99868,98714,98745,98754,98547,98659,98706,98470,98805,98676,98587,98799,98693,98592,98586,98471,98672,98470,98574,98632,98665,98654,98495,98732,98662,98531,98535,98645,98616,98624,98704,98509
 665,99850,98700,98745,98754,98547,98659,98706,98456,98791,98676,98553,98736,98632,98592,98586,98471,98672,98464,98510,98564,98601,98586,98495,98732,98636,98531,98523,98608,98553,98569,98704,98509
 670,99850,98692,98745,98754,98547,98659,98706,98448,98783,98676,98553,98721,98623,98592,98586,98471,98672,98464,98510,98564,98601,98586,98495,98732,98628,98531,98523,98603,98553,98554,98704,98509
 675,99850,98684,98745,98754,98547,98659,98706,98440,98775,98676,98553,98716,98623,98592,98586,98471,98672,98464,98510,98564,98601,98586,98495,98732,98620,98531,98523,98598,98553,98542,98704,98509
 680,99850,98676,98745,98754,98547,98659,98706,98432,98767,98676,98553,98711,98623,98592,98586,98471,98672,98464,98510,98564,98601,98586,98495,98732,98612,98531,98523,98593,98553,98542,98704,98509
 685,99850,98668,98745,98754,98547,98659,98706,98424,98759,98676,98553,98706,98623,98592,98586,98471,98672,98464,98510,98564,98601,98586,98495,98732,98604,98531,98523,98588,98553,98542,98704,98509
