Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,8,7,6,6,0,0,0,0
20,16,11,10,7,1,1,1,0
25,20,17,11,10,2,2,1,1
30,30,26,16,13,2,2,1,1
35,36,31,19,17,2,2,1,1
40,47,39,23,21,3,3,1,2
45,51,46,27,24,4,4,2,2
50,61,55,30,27,4,4,2,2
55,67,60,32,30,4,4,2,2
60,78,68,36,33,5,5,2,3
65,82,75,37,34,5,5,2,3
70,92,85,43,40,5,5,2,3
75,98,90,44,42,5,5,2,3
80,109,98,50,45,6,6,3,3
85,113,105,54,49,6,6,3,3
90,123,115,59,55,6,6,3,3
95,129,120,63,58,6,6,3,3
100,140,128,68,62,7,7,4,3
105,144,135,70,65,7,7,4,3
110,154,145,75,70,7,7,4,3
115,160,150,79,74,7,7,4,3
120,171,157,85,78,9,8,4,4
125,175,163,88,82,10,8,4,4
130,185,171,94,89,12,8,4,4
135,191,175,95,90,14,8,4,4
140,202,179,101,93,19,9,4,5
145,206,184,104,98,20,9,4,5
150,216,192,107,102,22,9,4,5
155,222,197,110,104,22,9,4,5
160,233,202,113,106,27,10,5,5
165,237,208,115,109,27,10,5,5
170,247,216,120,113,29,10,5,5
175,253,221,123,116,30,10,5,5
180,264,227,131,121,32,11,5,6
185,268,233,132,126,33,11,5,6
190,278,241,137,132,35,11,5,6
195,284,245,138,132,37,11,5,6
200,295,250,144,136,40,12,6,6
205,299,255,145,138,43,12,6,6
210,309,263,151,143,44,12,6,6
215,315,267,156,147,46,12,6,6
220,326,270,161,149,52,13,7,6
225,330,274,163,149,55,13,7,6
230,340,278,170,152,60,13,7,6
235,346,282,172,155,63,13,7,6
240,357,285,177,156,68,14,8,6
245,361,288,178,159,73,14,8,6
250,371,291,183,161,79,14,8,6
255,377,294,186,164,83,14,8,6
260,388,297,193,166,87,15,8,7
265,392,300,194,169,92,15,8,7
270,402,304,200,172,96,15,8,7
275,408,308,200,173,100,15,8,7
280,419,310,205,175,106,16,9,7
285,423,312,206,176,111,16,9,7
290,433,316,210,179,116,16,9,7
295,439,319,212,179,119,16,9,7
300,450,322,218,181,125,17,10,7
305,454,325,221,183,129,17,10,7
310,464,328,223,184,134,17,10,7
315,470,332,225,185,138,17,10,7
320,481,336,227,187,142,18,10,8
325,485,338,228,188,147,18,10,8
330,495,342,231,190,152,18,10,8
335,501,345,234,192,154,18,10,8
340,512,350,241,197,159,19,11,8
345,516,353,242,200,162,19,11,8
350,526,358,245,203,167,19,11,8
355,532,360,247,204,170,19,11,8
360,543,366,252,209,175,20,11,9
365,547,368,253,211,179,20,11,9
370,557,371,255,212,186,20,11,9
375,563,372,257,213,190,20,11,9
380,574,375,261,215,195,21,11,10
385,578,377,264,217,200,21,11,10
390,588,380,270,219,206,21,11,10
395,594,384,274,223,209,21,11,10
400,605,389,281,228,212,22,11,11
405,609,391,283,230,217,22,11,11
410,619,395,286,232,223,22,11,11
415,625,398,290,234,225,22,11,11
420,636,400,296,236,231,23,11,12
425,640,405,297,241,235,23,11,12
430,650,409,302,244,240,23,11,12
435,656,411,306,245,243,23,11,12
440,667,415,312,249,250,24,12,12
445,671,417,315,251,253,24,12,12
450,681,422,322,255,258,24,12,12
455,687,424,325,256,262,24,12,12
460,698,429,333,261,266,25,12,13
465,702,431,335,263,269,25,12,13
470,712,438,340,268,272,25,12,13
475,718,443,344,273,274,25,12,13
480,729,447,350,277,280,26,12,14
485,733,447,353,277,286,26,12,14
490,743,448,357,278,295,26,12,14
495,749,450,360,279,298,26,12,14
