Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,3,5,2,3,3,3,0,0,0,0,0
15,8,3,6,2,5,5,4,1,0,0,0,0
20,16,5,10,3,10,10,7,3,0,0,0,0
25,19,5,11,3,14,14,8,6,0,0,0,0
30,24,6,13,4,18,18,9,9,0,0,0,0
35,28,6,15,4,22,22,11,11,0,0,0,0
40,31,6,16,4,25,25,12,13,0,0,0,0
45,32,7,17,5,25,25,12,13,0,0,0,0
50,37,9,19,6,28,28,13,15,0,0,0,0
55,39,9,21,6,30,30,15,15,0,0,0,0
60,47,11,23,6,36,36,17,19,0,0,0,0
65,50,12,26,7,38,38,19,19,0,0,0,0
70,55,13,29,8,42,42,21,21,0,0,0,0
75,59,13,30,8,45,45,22,23,0,0,0,0
80,62,15,31,8,46,46,22,24,0,0,0,0
85,63,16,31,8,46,46,22,24,0,0,0,0
90,68,18,32,9,48,48,22,26,0,0,0,0
95,70,18,34,9,49,49,23,26,0,0,0,0
100,78,23,36,11,51,51,23,28,0,0,0,0
105,81,25,37,11,54,54,24,30,0,0,0,0
110,86,26,39,12,58,58,25,33,0,0,0,0
115,90,26,41,12,61,61,27,34,0,0,0,0
120,93,28,43,13,63,63,28,35,0,0,0,0
125,94,29,44,14,63,63,28,35,0,0,0,0
130,99,31,45,14,64,64,28,36,0,0,0,0
135,101,32,46,14,65,65,28,37,0,0,0,0
140,109,37,50,18,67,67,29,38,0,0,0,0
145,112,39,53,19,68,68,30,38,0,0,0,0
150,117,44,56,22,70,70,31,39,0,0,0,0
155,121,44,58,22,72,72,31,41,0,0,0,0
160,124,46,60,24,73,73,31,42,0,0,0,0
165,125,49,60,26,73,73,31,42,0,0,0,0
170,130,51,63,28,74,74,31,43,0,0,0,0
175,132,52,64,29,75,75,31,44,0,0,0,0
180,140,57,68,32,77,77,32,45,0,0,0,0
185,143,59,70,32,78,78,33,45,0,0,0,0
190,148,65,72,36,80,80,33,47,0,0,0,0
195,152,65,74,36,82,82,34,48,0,0,0,0
200,155,67,76,37,83,83,34,49,0,0,0,0
205,156,70,77,40,83,83,34,49,0,0,0,0
210,161,72,80,42,84,84,34,50,0,0,0,0
215,163,73,80,42,85,85,34,51,0,0,0,0
220,171,78,85,45,87,87,35,52,0,0,0,0
225,174,80,87,46,88,88,36,52,0,0,0,0
230,179,86,91,50,90,90,38,52,0,0,0,0
235,183,86,93,50,92,92,38,54,0,0,0,0
240,186,88,94,52,93,93,38,55,0,0,0,0
245,187,91,94,53,93,93,38,55,0,0,0,0
250,192,93,96,53,94,94,39,55,0,0,0,0
255,194,94,96,53,95,95,39,56,0,0,0,0
260,202,99,101,55,97,97,41,56,0,0,0,0
