Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,3,5,2,3,3,3,0
15,8,3,6,2,4,4,4,0
20,16,7,10,3,8,8,6,2
25,20,10,11,5,10,10,6,4
30,30,16,16,7,14,14,9,5
35,36,16,19,7,18,18,11,7
40,47,22,23,10,24,24,13,11
45,51,25,27,12,26,26,15,11
50,61,31,30,14,30,30,16,14
55,67,31,32,14,34,34,18,16
60,78,37,36,16,40,40,20,20
65,82,40,37,16,40,40,20,20
70,92,48,43,21,42,42,20,22
75,98,51,44,23,45,45,21,24
80,109,58,50,26,47,47,22,25
85,113,64,54,30,47,47,22,25
90,123,72,59,35,49,49,24,25
95,129,75,63,36,52,52,26,26
100,140,82,68,39,54,54,27,27
105,144,88,70,42,54,54,27,27
110,154,96,75,47,56,56,28,28
115,160,99,79,48,59,59,31,28
120,171,106,85,51,61,61,31,30
125,175,112,88,55,61,61,31,30
130,185,120,94,61,63,63,33,30
135,191,123,95,61,65,65,33,32
140,202,131,101,64,67,67,34,33
145,206,137,104,68,67,67,34,33
150,216,144,107,72,70,69,34,35
155,222,147,110,73,72,71,35,36
160,233,153,113,75,77,73,36,37
165,237,158,115,78,77,73,36,37
170,247,164,120,81,81,75,38,37
175,253,167,123,82,84,77,39,38
180,264,173,131,87,87,79,40,39
185,268,178,132,91,88,79,40,39
190,278,185,137,96,91,81,40,41
195,284,188,138,97,93,83,40,43
200,295,194,144,101,97,85,42,43
205,299,197,145,102,101,85,42,43
210,309,203,151,106,104,87,44,43
215,315,206,156,108,106,89,45,44
220,326,212,161,113,110,91,46,45
225,330,217,163,116,111,91,46,45
230,340,223,170,121,115,93,48,45
235,346,226,172,122,119,95,49,46
240,357,230,177,124,124,97,51,46
245,361,233,178,126,126,97,51,46
250,371,239,183,129,130,99,52,47
255,377,242,186,132,134,101,54,47
260,388,247,193,135,137,103,55,48
265,392,252,194,139,139,103,55,48
