Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,8,7,6,6,0,0,0,0
20,16,11,10,7,1,1,1,0
25,19,16,11,9,2,2,2,0
30,24,21,13,10,2,2,2,0
35,29,25,15,12,2,2,2,0
40,37,33,19,16,2,2,2,0
45,39,36,21,18,2,2,2,0
50,47,40,23,20,3,3,2,1
55,50,45,26,22,4,4,3,1
60,55,50,29,26,4,4,3,1
65,60,54,30,27,4,4,3,1
70,68,62,32,29,4,4,3,1
75,70,65,34,30,4,4,3,1
80,78,69,36,32,5,5,3,2
85,81,74,37,33,5,5,3,2
90,86,80,39,36,5,5,3,2
95,91,84,42,38,5,5,3,2
100,99,92,45,41,5,5,3,2
105,101,95,46,42,5,5,3,2
110,109,99,50,45,6,6,4,2
115,112,104,53,47,6,6,4,2
120,117,110,56,51,6,6,4,2
125,122,114,59,53,6,6,4,2
130,130,122,63,58,6,6,4,2
135,132,125,64,59,6,6,4,2
140,140,129,68,62,7,7,5,2
145,143,134,70,63,7,7,5,2
150,148,140,72,67,7,7,5,2
155,153,144,75,69,7,7,5,2
160,161,152,80,74,7,7,5,2
165,163,155,80,75,7,7,5,2
170,171,159,85,77,8,8,6,2
175,174,164,87,79,8,8,6,2
180,179,170,91,84,8,8,6,2
185,184,172,94,86,10,8,6,2
190,192,177,96,89,13,8,6,2
195,194,180,96,90,13,8,6,2
200,202,182,101,91,17,9,7,2
205,205,186,103,95,18,9,7,2
210,210,191,106,99,18,9,7,2
215,215,193,106,99,21,9,7,2
220,223,196,110,102,25,9,7,2
225,225,199,110,103,25,9,7,2
230,233,202,113,104,28,10,7,3
235,236,206,115,106,28,10,7,3
240,241,211,117,109,29,10,7,3
245,246,213,119,111,32,10,7,3
250,254,218,124,116,34,10,7,3
255,256,221,124,117,35,10,7,3
260,264,223,131,119,37,11,8,3
265,267,228,132,123,38,11,8,3
270,272,232,133,125,39,11,8,3
275,277,236,137,127,39,11,8,3
280,285,241,139,129,42,11,8,3
285,287,244,140,131,42,11,8,3
290,295,248,144,134,43,12,8,4
295,298,252,144,136,45,12,8,4
300,303,256,148,139,46,12,8,4
305,308,259,150,142,48,12,8,4
310,316,265,157,147,49,12,8,4
315,318,268,157,149,50,12,8,4
320,326,271,161,151,51,13,8,5
325,329,276,163,153,51,13,8,5
330,334,281,165,156,52,13,8,5
335,339,284,169,159,53,13,8,5
340,347,291,172,164,54,13,8,5
345,349,294,173,165,55,13,8,5
350,357,297,177,166,57,14,9,5
355,360,300,178,168,59,14,9,5
360,365,304,181,171,60,14,9,5
365,370,307,182,173,62,14,9,5
370,378,309,186,174,67,14,9,5
375,380,312,188,175,67,14,9,5
380,388,314,193,176,71,15,10,5
385,391,317,194,178,73,15,10,5
390,396,320,197,180,75,15,10,5
395,401,322,200,182,78,15,10,5
400,409,324,201,182,83,15,10,5
405,411,327,202,184,84,15,10,5
410,419,329,205,184,87,16,10,6
415,422,332,206,185,89,16,10,6
420,427,335,207,186,91,16,10,6
425,432,337,210,186,94,16,10,6
430,440,339,213,188,99,16,10,6
435,442,342,213,189,100,16,10,6
440,450,344,218,190,104,17,10,7
445,453,346,221,192,106,17,10,7
450,458,347,222,193,111,17,10,7
455,463,348,223,194,115,17,10,7
460,471,350,225,195,119,17,10,7
465,473,353,226,196,119,17,10,7
470,481,355,227,197,124,18,10,8
475,484,356,228,198,128,18,10,8
480,489,357,230,199,131,18,10,8
485,494,359,231,201,135,18,10,8
490,502,363,235,203,137,18,10,8
495,504,366,236,206,138,18,10,8
