Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,8,7,6,6,0,0,0,0
20,16,11,10,7,1,1,1,0
25,20,17,11,10,2,2,1,1
30,30,26,16,13,3,3,2,1
35,36,30,19,16,3,3,2,1
40,47,38,23,20,4,4,2,2
45,51,45,27,23,5,5,3,2
50,61,54,30,26,6,6,4,2
55,67,58,32,28,6,6,4,2
60,78,66,36,31,7,7,4,3
65,82,73,37,32,7,7,4,3
70,92,83,43,38,8,8,4,4
75,98,87,44,40,8,8,4,4
80,109,95,50,43,9,9,5,4
85,113,102,54,47,9,9,5,4
90,123,112,59,53,10,10,6,4
95,129,116,63,55,10,10,6,4
100,140,124,68,59,11,11,7,4
105,144,131,70,62,11,11,7,4
110,154,141,75,67,12,12,8,4
115,160,145,79,70,12,12,8,4
120,171,152,85,74,14,13,8,5
125,175,158,88,78,15,13,8,5
130,185,166,94,85,18,14,9,5
135,191,169,95,85,20,14,9,5
140,202,173,101,88,25,15,9,6
145,206,178,104,93,26,15,9,6
150,216,186,107,97,29,16,9,7
155,222,190,110,99,29,16,9,7
160,233,195,113,101,34,17,10,7
165,237,201,115,104,34,17,10,7
170,247,209,120,108,37,18,11,7
175,253,213,123,110,38,18,11,7
180,264,219,131,115,40,19,11,8
185,268,225,132,120,41,19,11,8
190,278,233,137,126,44,20,11,9
195,284,236,138,126,46,20,11,9
200,295,241,144,130,49,21,12,9
205,299,246,145,132,52,21,12,9
210,309,254,151,137,54,22,13,9
215,315,257,156,140,56,22,13,9
220,326,260,161,142,62,23,14,9
225,330,264,163,142,65,23,14,9
230,340,268,170,145,71,24,15,9
235,346,271,172,147,74,24,15,9
240,357,274,177,148,79,25,16,9
245,361,278,178,151,83,25,16,9
250,371,282,183,153,88,26,16,10
255,377,285,186,156,92,26,16,10
260,388,288,193,158,96,27,16,11
265,392,292,194,161,100,27,16,11
270,402,296,200,164,105,28,17,11
275,408,299,200,164,109,28,17,11
280,419,302,205,166,113,29,18,11
285,423,305,206,167,118,29,18,11
290,433,309,210,170,123,30,18,12
295,439,312,212,170,126,30,18,12
300,450,315,218,172,132,31,19,12
305,454,318,221,174,136,31,19,12
310,464,321,223,175,142,32,20,12
315,470,324,225,175,146,32,20,12
320,481,328,227,177,150,33,20,13
325,485,330,228,178,155,33,20,13
330,495,334,231,180,161,34,21,13
335,501,336,234,181,163,34,21,13
340,512,341,241,186,168,35,22,13
345,516,344,242,189,171,35,22,13
350,526,349,245,192,176,36,22,14
355,532,351,247,193,179,36,22,14
360,543,357,252,198,184,37,22,15
365,547,359,253,200,188,37,22,15
370,557,362,255,201,195,38,22,16
375,563,363,257,202,199,38,22,16
380,574,366,261,204,204,39,22,17
385,578,368,264,206,209,39,22,17
390,588,371,270,208,216,40,23,17
395,594,374,274,211,219,40,23,17
400,605,379,281,216,222,41,23,18
405,609,381,283,218,227,41,23,18
410,619,385,286,220,234,42,24,18
415,625,387,290,221,236,42,24,18
420,636,389,296,223,242,43,24,19
425,640,394,297,228,246,43,24,19
430,650,398,302,231,251,44,24,20
435,656,400,306,232,254,44,24,20
440,667,404,312,236,261,45,25,20
445,671,406,315,238,264,45,25,20
450,681,411,322,242,269,46,25,21
455,687,413,325,243,273,46,25,21
460,698,418,333,248,277,47,25,22
465,702,420,335,250,280,47,25,22
470,712,427,340,255,284,48,26,22
475,718,431,344,259,286,48,26,22
480,729,435,350,263,292,49,26,23
485,733,437,353,265,296,49,26,23
490,743,438,357,266,305,50,26,24
495,749,440,360,267,308,50,26,24
