Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,8,7,6,6,0,0,0,0
20,16,11,10,7,1,1,1,0
25,19,16,11,9,2,2,2,0
30,24,21,13,10,3,3,3,0
35,28,23,15,10,3,3,3,0
40,31,27,16,13,3,3,3,0
45,32,29,17,14,3,3,3,0
50,37,33,19,16,3,3,3,0
55,39,35,21,17,3,3,3,0
60,47,39,23,19,4,4,3,1
65,50,44,26,21,4,4,3,1
70,55,50,29,26,5,5,3,2
75,59,52,30,26,5,5,3,2
80,62,56,31,27,5,5,3,2
85,63,58,31,28,5,5,3,2
90,68,62,32,29,5,5,3,2
95,70,64,34,30,5,5,3,2
100,78,68,36,32,6,6,3,3
105,81,73,37,33,6,6,3,3
110,86,79,39,36,7,7,3,4
115,90,81,41,38,7,7,3,4
120,93,85,43,40,7,7,3,4
125,94,87,44,41,7,7,3,4
130,99,89,45,41,9,7,3,4
135,101,91,46,42,9,7,3,4
140,109,95,50,45,11,8,4,4
145,112,99,53,47,11,8,4,4
150,117,105,56,51,12,9,5,4
155,121,106,58,51,13,9,5,4
160,124,109,60,54,14,9,5,4
165,125,110,60,55,15,9,5,4
170,130,113,63,58,16,9,5,4
175,132,115,64,58,16,9,5,4
180,140,119,68,61,18,10,6,4
185,143,122,70,62,19,10,6,4
190,148,127,72,66,21,11,6,5
195,152,128,74,67,22,11,6,5
200,155,132,76,69,22,11,6,5
205,156,133,77,70,23,11,6,5
210,161,133,80,70,27,11,6,5
215,163,135,80,71,28,11,6,5
220,171,137,85,73,32,12,7,5
225,174,139,87,75,33,12,7,5
230,179,144,91,80,35,13,8,5
235,183,144,93,80,37,13,8,5
240,186,148,94,83,38,13,8,5
245,187,148,94,83,39,13,8,5
250,192,148,96,83,44,13,8,5
255,194,149,96,83,45,13,8,5
260,202,151,101,84,51,14,9,5
265,205,152,103,85,53,15,10,5
270,210,154,106,87,56,16,10,6
275,214,154,106,87,59,16,10,6
280,217,156,107,88,61,16,10,6
285,218,156,108,88,62,16,10,6
290,223,157,110,88,65,16,10,6
295,225,159,110,89,66,16,10,6
300,233,161,113,90,72,17,10,7
305,236,161,115,90,75,17,10,7
310,241,162,117,90,79,18,11,7
315,245,162,119,90,82,18,11,7
320,248,163,120,91,85,18,11,7
325,249,163,121,91,86,18,11,7
330,254,164,124,91,90,18,11,7
335,256,165,124,91,91,18,11,7
340,264,166,131,92,98,19,12,7
345,267,166,132,92,101,19,12,7
350,272,167,133,92,105,20,12,8
355,276,168,136,93,106,20,12,8
360,279,171,137,96,108,20,12,8
365,280,171,137,96,109,20,12,8
370,285,173,139,97,111,20,12,8
375,287,175,140,98,112,20,12,8
380,295,176,144,99,118,21,12,9
385,298,177,144,100,121,21,12,9
390,303,178,148,101,125,21,12,9
395,307,178,150,101,129,21,12,9
400,310,178,152,101,132,21,12,9
405,311,178,152,101,133,21,12,9
410,316,180,157,103,134,21,12,9
415,318,183,157,105,135,21,12,9
420,326,184,161,106,140,22,12,10
425,329,186,163,108,142,22,12,10
430,334,188,165,110,146,22,12,10
435,338,188,168,110,149,22,12,10
440,341,191,171,113,150,22,12,10
445,342,191,171,113,151,22,12,10
450,347,191,172,113,156,22,12,10
455,349,192,173,114,157,22,12,10
460,357,192,177,114,165,23,13,10
465,360,192,178,114,168,23,13,10
470,365,194,181,116,171,23,13,10
475,369,195,182,117,174,23,13,10
480,372,196,184,118,175,23,13,10
485,373,197,185,119,176,23,13,10
490,378,197,186,119,181,23,13,10
495,380,197,188,119,183,23,13,10
