Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,3,5,2,3,3,3,0
15,8,3,6,2,4,4,4,0
20,16,7,10,3,8,8,6,2
25,20,10,11,5,10,10,6,4
30,30,15,16,7,15,15,9,6
35,36,15,19,7,19,19,11,8
40,47,20,23,10,26,26,13,13
45,51,23,27,12,28,28,15,13
50,61,28,30,14,33,33,16,17
55,67,28,32,14,37,37,18,19
60,78,33,36,15,44,44,21,23
65,82,36,37,15,45,45,22,23
70,92,42,43,18,50,50,25,25
75,98,42,44,18,54,54,26,28
80,109,47,50,21,59,59,28,31
85,113,52,54,24,60,60,29,31
90,123,58,59,27,65,65,32,33
95,129,58,63,27,69,69,35,34
100,140,63,68,30,74,74,37,37
105,144,68,70,32,75,75,38,37
110,154,74,75,35,80,80,40,40
115,160,74,79,35,84,84,44,40
120,171,79,85,37,89,89,46,43
125,175,83,88,40,91,90,47,43
130,185,87,94,44,96,93,50,43
135,191,87,95,44,102,96,50,46
140,202,91,101,47,109,100,52,48
145,206,94,104,50,111,101,53,48
150,216,99,107,53,116,104,53,51
155,222,99,110,53,120,107,54,53
160,233,105,113,56,126,111,55,56
165,237,109,115,59,128,112,56,56
170,247,113,120,61,133,115,58,57
175,253,113,123,61,137,118,59,59
180,264,119,131,66,142,122,62,60
185,268,120,132,67,148,123,63,60
190,278,120,137,67,158,127,65,62
195,284,120,138,67,164,130,65,65
200,295,122,144,69,173,133,67,66
205,299,122,145,69,177,135,68,67
210,309,122,151,69,187,138,70,68
215,315,122,156,69,192,141,72,69
220,326,124,161,71,202,145,74,71
225,330,124,163,71,206,146,75,71
230,340,124,170,71,216,149,78,71
235,346,124,172,71,221,152,79,73
240,357,125,177,71,231,156,82,74
245,361,125,178,71,236,158,84,74
250,371,125,183,71,246,160,85,75
255,377,125,186,71,252,163,88,75
260,388,128,193,73,259,166,89,77
265,392,129,194,74,263,167,89,78
