Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,4,6,3,3,3,3,0
15,15,7,9,3,7,7,6,1
20,31,14,16,8,15,15,8,7
25,50,23,26,12,25,25,13,12
30,74,36,36,18,36,36,17,19
35,102,49,46,22,50,50,24,26
40,133,64,64,29,66,66,33,33
45,164,79,81,34,82,82,44,38
50,195,94,96,45,98,98,51,47
55,226,109,110,53,114,114,57,57
60,257,122,125,58,132,130,65,65
65,288,133,140,67,152,142,72,70
70,319,146,157,77,168,154,77,77
75,350,160,173,87,184,166,83,83
80,381,167,188,91,211,187,94,93
85,412,175,202,96,236,206,105,101
90,443,182,213,100,259,220,110,110
95,474,188,226,104,283,238,117,121
100,505,194,237,107,310,257,126,131
105,536,201,250,113,332,271,130,141
110,567,207,259,117,357,287,136,151
115,598,216,278,123,380,303,149,154
120,629,224,292,128,402,320,157,163
125,660,230,310,134,423,333,164,169
130,691,238,329,142,447,347,174,173
135,722,245,347,149,474,361,186,175
140,753,251,363,154,500,374,195,179
145,784,251,377,154,532,386,203,183
150,815,251,385,154,564,397,210,187
155,846,251,398,154,595,408,215,193
160,877,251,412,154,626,416,220,196
165,908,251,427,154,657,420,222,198
170,939,251,442,154,688,423,224,199
175,970,251,460,154,719,426,226,200
180,1001,251,473,154,750,427,226,201
185,1032,251,488,154,781,428,226,202
190,1063,252,505,154,811,429,226,203
195,1094,253,518,155,841,430,226,204
200,1125,254,536,156,871,431,227,204
205,1156,255,552,157,901,432,228,204
210,1187,256,569,158,931,433,229,204
215,1218,257,583,159,961,434,230,204
220,1249,258,596,159,991,435,230,205
225,1280,259,612,160,1021,436,231,205
230,1311,261,624,161,1050,437,231,206
235,1342,263,635,162,1079,438,232,206
240,1373,266,653,164,1107,439,232,207
245,1404,270,668,167,1133,440,233,207
250,1435,274,684,170,1161,441,234,207
255,1466,277,699,171,1188,442,234,208
260,1497,282,713,175,1214,444,235,209
265,1528,285,730,177,1242,450,239,211
270,1559,288,744,178,1270,456,245,211
275,1590,292,756,182,1298,462,248,214
280,1621,295,772,185,1325,469,252,217
285,1652,299,786,188,1353,478,258,220
290,1683,301,806,190,1381,487,264,223
295,1714,304,819,191,1410,496,270,226
300,1745,306,833,192,1439,506,277,229
305,1776,307,845,192,1468,510,279,231
310,1807,309,859,194,1497,512,280,232
315,1838,311,875,196,1527,514,282,232
320,1869,312,891,196,1556,516,284,232
325,1900,314,905,197,1585,519,285,234
330,1931,316,927,199,1614,522,288,234
335,1962,318,942,201,1643,524,290,234
340,1993,320,954,202,1672,526,290,236
345,2024,322,967,203,1701,528,290,238
350,2055,324,986,205,1730,532,292,240
355,2086,326,1001,207,1760,535,293,242
360,2117,326,1017,207,1791,538,295,243
365,2148,328,1033,208,1820,539,295,244
370,2179,332,1049,210,1847,540,296,244
375,2210,336,1065,212,1874,541,296,245
380,2241,340,1080,216,1901,542,296,246
385,2272,343,1097,218,1929,543,297,246
390,2303,343,1111,218,1960,544,298,246
395,2334,343,1123,218,1991,545,298,247
400,2365,343,1139,218,2022,546,299,247
405,2396,343,1157,218,2053,547,299,248
410,2427,343,1175,218,2084,552,303,249
