Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,3,5,2,3,3,3,0,0,0,0,0
15,8,3,6,2,5,5,4,1,0,0,0,0
20,16,6,10,3,7,7,5,2,0,0,0,0
25,20,9,11,6,10,10,5,5,0,0,0,0
30,30,13,16,6,17,17,10,7,0,0,0,0
35,36,13,19,6,20,20,12,8,0,0,0,0
40,47,21,23,10,22,22,12,10,0,0,0,0
45,51,27,27,13,24,24,14,10,0,0,0,0
50,61,32,30,14,29,29,16,13,0,0,0,0
55,67,32,32,14,34,34,18,16,0,0,0,0
60,78,37,36,16,38,38,19,19,0,0,0,0
65,82,41,37,16,39,39,20,19,0,0,0,0
70,92,49,43,21,40,40,20,20,0,0,0,0
75,98,52,44,23,42,42,21,21,0,0,0,0
80,109,61,50,26,43,43,22,21,0,0,0,0
85,113,68,54,30,43,43,22,21,0,0,0,0
90,123,77,59,36,44,44,23,21,0,0,0,0
95,129,80,63,37,46,46,24,22,0,0,0,0
100,140,88,68,41,47,47,25,22,0,0,0,0
105,144,94,70,44,47,47,25,22,0,0,0,0
110,154,104,75,49,48,48,26,22,0,0,0,0
115,160,107,79,50,50,50,28,22,0,0,0,0
120,171,115,85,54,51,51,28,23,0,0,0,0
125,175,122,88,58,51,51,28,23,0,0,0,0
130,185,131,94,65,52,52,29,23,0,0,0,0
135,191,134,95,65,54,54,29,25,0,0,0,0
140,202,142,101,68,55,55,29,26,0,0,0,0
145,206,148,104,72,55,55,29,26,0,0,0,0
150,216,157,107,77,56,56,29,27,0,0,0,0
155,222,161,110,78,58,58,30,28,0,0,0,0
160,233,169,113,80,59,59,31,28,0,0,0,0
165,237,175,115,82,59,59,31,28,0,0,0,0
170,247,185,120,87,60,60,32,28,0,0,0,0
175,253,188,123,88,62,62,33,29,0,0,0,0
180,264,196,131,93,63,63,33,30,0,0,0,0
185,268,202,132,97,63,63,33,30,0,0,0,0
190,278,212,137,103,64,64,33,31,0,0,0,0
195,284,215,138,104,66,66,33,33,0,0,0,0
200,295,223,144,108,67,67,34,33,0,0,0,0
205,299,230,145,110,67,67,34,33,0,0,0,0
210,309,238,151,114,68,68,35,33,0,0,0,0
215,315,242,156,117,70,70,36,34,0,0,0,0
220,326,250,161,122,71,71,37,34,0,0,0,0
225,330,257,163,125,71,71,37,34,0,0,0,0
230,340,266,170,131,72,72,38,34,0,0,0,0
235,346,269,172,132,74,74,39,35,0,0,0,0
240,357,277,177,134,75,75,40,35,0,0,0,0
245,361,284,178,137,75,75,40,35,0,0,0,0
250,371,292,183,141,77,76,40,36,0,1,0,0
255,377,294,186,143,79,78,42,36,0,1,0,0
260,388,298,193,147,82,81,42,39,0,1,0,0
