
 TIME, NO OF NODES FAIL, NO OF NODES HOTSPOT
 5,0,0
 10,0,0
 15,0,0
 20,0,0
 25,0,0
 30,0,0
 35,0,0
 40,0,0
 45,0,0
 50,0,0
 55,0,0
 60,0,0
 65,0,0
 70,0,0
 75,0,0
 80,0,0
 85,0,0
 90,0,0
 95,0,0
 100,0,0
 105,0,0
 110,0,0
 115,0,0
 120,0,0
 125,0,0
 130,0,0
 135,0,0
 140,0,0
 145,0,0
 150,0,0
 155,0,1
 160,0,1
 165,0,1
 170,0,1
 175,0,1
 180,0,1
 185,0,4
 190,0,4
 195,0,4
 200,0,4
 205,0,4
 210,0,4
 215,0,4
 220,0,4
 225,0,5
 230,0,5
 235,0,5
 240,0,5
 245,0,12
 250,0,12
 255,0,12
 260,0,12
 265,0,12
 270,0,14
 275,0,15
 280,0,15
 285,0,13
 290,0,13
 295,0,13
 300,0,13
 305,0,12
 310,0,13
 315,0,13
 320,0,16
 325,0,15
 330,0,15
 335,0,15
 340,0,16
 345,0,12
 350,0,12
 355,0,11
 360,0,11
 365,0,16
 370,0,17
 375,0,17
 380,0,19
 385,0,21
 390,0,21
 395,0,21
 400,0,21
 405,0,19
 410,0,18
 415,0,18
 420,0,18
 425,0,13
 430,0,13
 435,0,14
 440,0,14
 445,0,14
 450,0,14
 455,0,15
 460,0,15
 465,0,9
 470,0,7
 475,0,7
 480,0,6
 485,0,14
 490,0,16
 495,0,16
 500,0,17
 505,0,18
 510,0,18
 515,0,18
 520,0,18
 525,0,17
 530,0,17
 535,0,16
 540,0,16
 545,0,15
 550,0,15
 555,0,15
 560,0,14
 565,0,14
 570,0,14
 575,0,14
 580,0,14
 585,0,8
 590,0,9
 595,0,9
 600,0,9
 605,0,18
 610,0,18
 615,0,18
 620,0,18
 625,0,18
 630,0,18
 635,0,18
 640,0,18
 645,0,15
 650,0,14
 655,0,14
 660,0,15
 665,0,17
 670,0,17
 675,0,17
 680,0,18
 685,0,18
 690,0,18
 695,0,18
 700,0,19
 705,0,10
 710,0,10
 715,0,9
 720,0,9
 725,0,18
 730,0,18
 735,0,18
 740,0,21
 745,0,21
 750,0,21
 755,0,21
 760,0,21
 765,0,21
 770,0,21
 775,0,21
 780,0,20
 785,0,18
 790,0,18
 795,0,18
 800,0,18
 805,0,18
 810,0,18
 815,0,18
 820,0,18
 825,0,5
 830,0,4
 835,0,2
 840,0,1
 845,0,17
 850,0,17
 855,0,17
 860,0,18
 865,0,18
 870,0,18
 875,0,18
 880,0,18
 885,0,17
 890,0,17
 895,0,17
 900,0,18
 905,0,20
 910,0,21
 915,0,21
 920,0,22
 925,0,22
 930,0,22
 935,0,22
 940,0,22
 945,0,10
 950,0,7
 955,0,7
 960,0,6
 965,0,14
 970,0,16
 975,0,17
 980,0,19
 985,0,19
 990,0,19
 995,0,20
 1000,0,21
 1005,0,21
 1010,0,21
 1015,0,21
 1020,0,21
 1025,0,21
 1030,0,21
 1035,0,21
 1040,0,21
 1045,0,21
 1050,0,22
 1055,0,22
 1060,0,22
 1065,0,11
 1070,0,8
 1075,0,6
 1080,0,5
 1085,0,19
 1090,0,19
 1095,0,19
 1100,0,19
 1105,0,19
 1110,0,19
 1115,0,19
 1120,0,19
 1125,0,20
 1130,0,20
 1135,0,20
 1140,0,20
 1145,0,18
 1150,0,18
 1155,0,18
 1160,0,18
 1165,0,18
 1170,0,18
 1175,0,18
 1180,0,18
 1185,0,5
 1190,0,3
 1195,0,3
 1200,0,3
 1205,0,19
 1210,0,21
 1215,0,21
 1220,0,21
 1225,0,21
 1230,0,21
 1235,0,21
 1240,0,21
 1245,0,21
 1250,0,21
 1255,0,21
 1260,0,21
 1265,0,22
 1270,0,22
 1275,0,22
 1280,0,22
 1285,0,22
 1290,0,22
 1295,0,22
 1300,0,22
 1305,0,6
 1310,0,4
 1315,0,2
 1320,0,1
 1325,0,20
 1330,0,21
 1335,0,21
 1340,0,21
 1345,0,21
 1350,0,21
 1355,0,21
 1360,0,22
 1365,0,22
 1370,0,23
 1375,0,23
 1380,0,24
 1385,0,26
 1390,0,26
 1395,0,26
 1400,0,26
 1405,0,26
 1410,0,26
 1415,0,26
 1420,0,26
 1425,0,12
 1430,0,8
 1435,0,7
 1440,0,7
 1445,0,19
 1450,0,20
 1455,0,20
 1460,0,22
 1465,0,22
 1470,0,23
 1475,0,23
 1480,0,24
 1485,0,24
 1490,0,24
 1495,0,24
 1500,0,24
 1505,0,22
 1510,0,22
 1515,0,23
 1520,0,25
 1525,0,25
 1530,0,25
 1535,0,25
 1540,0,26
 1545,0,12
 1550,0,9
 1555,0,8
 1560,0,6
 1565,0,16
 1570,0,16
 1575,0,17
 1580,0,17
 1585,0,18
 1590,0,18
 1595,0,18
 1600,0,18
 1605,0,18
 1610,0,18
 1615,0,18
 1620,0,17
 1625,0,17
 1630,0,17
 1635,0,17
 1640,0,17
 1645,0,17
 1650,0,17
 1655,0,17
 1660,0,17
 1665,0,4
 1670,0,4
 1675,0,3
 1680,0,2
 1685,0,20
 1690,0,20
 1695,0,20
 1700,0,23
 1705,0,23
 1710,0,23
 1715,0,23
 1720,0,23
 1725,0,23
 1730,0,23
 1735,0,23
 1740,0,23
 1745,0,21
 1750,0,21
 1755,0,22
 1760,0,22
 1765,0,22
 1770,0,22
 1775,0,23
 1780,0,24
 1785,0,8
 1790,0,8
 1795,0,7
 1800,0,3
 1805,0,13
 1810,0,15
 1815,0,15
 1820,0,17
 1825,0,18
 1830,0,18
 1835,0,18
 1840,0,18
 1845,0,18
 1850,0,18
 1855,0,18
 1860,0,18
 1865,0,20
 1870,0,20
 1875,0,20
 1880,0,20
 1885,0,20
 1890,0,20
 1895,0,20
 1900,0,20
 1905,0,9
 1910,0,7
 1915,0,7
 1920,0,4
 1925,0,15
 1930,0,15
 1935,0,16
 1940,0,18
 1945,0,18
 1950,0,18
 1955,0,18
 1960,0,20
 1965,0,20
 1970,0,20
 1975,0,20
 1980,0,21
 1985,0,19
 1990,0,20
 1995,0,20
 2000,0,20
 2005,0,20
 2010,0,20
 2015,0,20
 2020,0,22
 2025,0,14
 2030,0,13
 2035,0,12
 2040,0,11
 2045,0,20
 2050,0,20
 2055,0,20
 2060,0,19
 2065,0,19
 2070,0,19
 2075,0,20
 2080,0,23
 2085,0,20
 2090,0,19
 2095,0,19
 2100,0,19
 2105,0,18
