Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,6,6,5,0,0,0,0
15,15,13,9,8,0,0,0,0
20,31,24,16,14,1,1,0,1
25,50,40,26,22,3,3,0,3
30,74,61,36,32,5,5,1,4
35,102,85,46,40,7,7,2,5
40,133,113,64,55,9,9,2,7
45,164,142,81,69,11,11,3,8
50,195,168,96,89,18,13,3,10
55,226,192,110,106,25,15,3,12
60,257,210,125,117,37,17,3,14
65,288,230,140,130,47,18,4,14
70,319,249,157,144,60,19,5,14
75,350,268,173,159,72,20,6,14
80,381,285,188,170,84,21,6,15
85,412,307,202,185,94,22,6,16
90,443,325,213,195,108,23,7,16
95,474,336,226,202,130,24,7,17
100,505,345,237,211,152,25,7,18
105,536,358,250,224,173,26,7,19
110,567,365,259,230,195,27,7,20
115,598,369,278,234,228,27,7,20
120,629,369,292,234,260,27,7,20
125,660,370,310,234,290,28,7,21
130,691,372,329,236,319,29,8,21
135,722,374,347,237,348,30,8,22
140,753,375,363,237,378,31,8,23
145,784,377,377,238,407,32,9,23
150,815,378,385,239,437,33,9,24
155,846,379,398,239,467,34,9,25
160,877,380,412,239,497,35,10,25
165,908,381,427,240,527,36,10,26
170,939,383,442,242,556,37,11,26
175,970,385,460,244,585,38,12,26
180,1001,385,473,244,616,39,13,26
185,1032,385,488,244,647,40,14,26
190,1063,385,505,244,678,41,15,26
195,1094,387,518,246,707,42,16,26
200,1125,389,536,247,736,42,16,26
205,1156,392,552,249,764,42,16,26
210,1187,394,569,251,793,42,16,26
215,1218,397,583,253,821,42,16,26
220,1249,400,596,254,849,42,16,26
225,1280,404,612,256,871,42,16,26
230,1311,415,624,266,891,43,16,27
235,1342,426,635,277,911,44,16,28
240,1373,438,653,287,927,45,17,28
245,1404,443,668,291,960,45,17,28
250,1435,446,684,293,988,45,17,28
255,1466,449,699,294,1016,45,17,28
260,1497,452,713,296,1045,45,17,28
265,1528,454,730,297,1073,45,17,28
270,1559,457,744,299,1101,45,17,28
275,1590,460,756,302,1130,45,17,28
280,1621,462,772,304,1158,45,17,28
285,1652,465,786,306,1187,45,17,28
290,1683,466,806,307,1217,45,17,28
295,1714,467,819,307,1247,45,17,28
300,1745,468,833,308,1277,45,17,28
305,1776,469,845,308,1306,45,17,28
310,1807,471,859,309,1336,46,18,28
315,1838,472,875,310,1366,47,19,28
320,1869,473,891,311,1396,48,20,28
325,1900,474,905,311,1426,48,20,28
330,1931,475,927,312,1456,48,20,28
335,1962,476,942,313,1486,48,20,28
340,1993,477,954,313,1516,48,20,28
345,2024,479,967,313,1545,48,20,28
350,2055,481,986,314,1568,48,20,28
355,2086,483,1001,316,1598,48,20,28
360,2117,485,1017,318,1632,48,20,28
365,2148,488,1033,320,1658,49,20,29
370,2179,492,1049,322,1685,50,21,29
375,2210,496,1065,325,1714,51,22,29
380,2241,499,1080,327,1742,52,22,30
385,2272,502,1097,328,1770,52,22,30
390,2303,505,1111,329,1798,52,22,30
395,2334,507,1123,331,1827,52,22,30
400,2365,510,1139,334,1855,52,22,30
405,2396,513,1157,336,1883,52,22,30
410,2427,516,1175,338,1911,52,22,30
415,2458,519,1186,339,1939,52,22,30
420,2489,521,1197,340,1968,52,22,30
