Node,PackGenStrtTime,PackGenRateTime 
1,6,20
2,3,20
3,7,20
4,6,20
5,7,20
6,10,20
7,12,20
8,16,20
9,17,20
10,18,20
11,14,20
12,20,20
13,19,20
14,19,20
15,21,20
16,19,20
17,19,20
18,23,20
19,26,20
20,23,20
21,27,20
22,26,20
23,28,20
24,29,20
25,35,20
26,37,20
27,32,20
28,34,20
29,38,20
30,33,20
31,36,20
32,39,20
33,36,20
34,40,20
35,39,20
36,40,20
37,38,20
38,41,20
39,47,20
40,45,20
41,45,20
42,47,20
43,44,20
44,51,20
45,51,20
46,52,20
47,54,20
48,56,20
49,52,20
