Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,4,6,3,3,3,3,0
15,15,7,9,3,7,7,6,1
20,31,14,16,8,15,15,8,7
25,50,23,26,12,25,25,13,12
30,74,36,36,18,36,36,17,19
35,102,49,46,22,50,50,24,26
40,133,64,64,29,66,66,33,33
45,164,79,81,34,82,82,44,38
50,195,94,96,45,98,98,51,47
55,226,109,110,53,114,114,57,57
60,257,122,125,58,132,130,65,65
65,288,133,140,67,151,142,72,70
70,319,146,157,77,168,154,77,77
75,350,160,173,87,185,166,83,83
80,381,173,188,95,204,178,90,88
85,412,187,202,105,222,190,96,94
90,443,197,213,112,243,202,100,102
95,474,206,226,118,265,214,102,112
100,505,210,237,120,292,226,105,121
105,536,215,250,125,319,238,109,129
110,567,218,259,127,346,250,112,138
115,598,223,278,130,371,262,121,141
120,629,228,292,133,398,274,126,148
125,660,234,310,138,421,283,131,152
130,691,239,329,142,448,292,137,155
135,722,243,347,146,474,301,143,158
140,753,248,363,150,501,310,148,162
145,784,252,377,153,530,319,153,166
150,815,256,385,154,557,328,157,171
155,846,260,398,157,584,337,159,178
160,877,265,412,160,610,346,164,182
165,908,270,427,164,637,355,168,187
170,939,274,442,167,663,364,174,190
175,970,279,460,169,690,373,181,192
180,1001,283,473,172,717,382,183,199
185,1032,285,488,174,745,390,186,204
190,1063,287,505,175,774,398,188,210
195,1094,289,518,175,803,406,190,216
200,1125,291,536,176,833,414,196,218
205,1156,293,552,176,860,422,199,223
210,1187,299,569,180,887,430,206,224
215,1218,302,583,181,914,438,210,228
220,1249,306,596,182,940,446,213,233
225,1280,311,612,186,966,454,219,235
230,1311,317,624,190,993,462,222,240
235,1342,320,635,191,1021,470,227,243
240,1373,326,653,195,1046,478,233,245
245,1404,330,668,196,1072,486,236,250
250,1435,333,684,198,1101,494,243,251
255,1466,335,699,200,1130,502,247,255
260,1497,337,713,201,1159,510,252,258
265,1528,339,730,203,1188,518,257,261
270,1559,341,744,203,1216,526,263,263
275,1590,343,756,204,1246,534,266,268
280,1621,345,772,205,1275,542,270,272
285,1652,347,786,206,1303,550,274,276
290,1683,349,806,207,1333,558,278,280
295,1714,353,819,209,1360,566,283,283
300,1745,355,833,211,1386,574,287,287
305,1776,360,845,214,1415,582,291,291
310,1807,364,859,217,1440,590,294,296
315,1838,366,875,218,1471,598,298,300
320,1869,368,891,218,1498,606,303,303
325,1900,370,905,219,1530,614,305,309
330,1931,373,927,222,1558,622,311,311
335,1962,375,942,224,1586,630,317,313
340,1993,378,954,226,1615,638,321,317
345,2024,380,967,227,1643,646,323,323
350,2055,384,986,231,1670,654,327,327
355,2086,388,1001,234,1695,662,331,331
360,2117,395,1017,241,1721,670,335,335
365,2148,401,1033,246,1744,678,338,340
370,2179,407,1049,249,1770,686,345,341
375,2210,413,1065,253,1796,694,352,342
380,2241,419,1080,257,1820,702,354,348
385,2272,426,1097,262,1844,710,359,351
390,2303,430,1111,265,1872,718,361,357
395,2334,431,1123,266,1903,726,362,364
400,2365,433,1139,268,1931,734,365,369
405,2396,435,1157,270,1960,742,371,371
410,2427,437,1175,272,1990,750,377,373
