Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,4,5,3,2,2,2,0
15,8,4,6,3,3,3,3,0
20,16,8,10,4,4,4,4,0
25,19,13,11,6,5,5,5,0
30,24,18,13,7,6,6,6,0
35,28,18,15,7,8,8,6,2
40,31,21,16,10,10,10,6,4
45,32,22,17,11,10,10,6,4
50,37,25,19,12,12,12,7,5
55,39,25,21,12,13,13,8,5
60,47,29,23,14,14,14,8,6
65,50,34,26,16,14,14,8,6
70,55,40,29,21,15,15,8,7
75,59,40,30,21,16,16,8,8
80,62,45,31,22,16,16,8,8
85,63,47,31,23,16,16,8,8
90,68,50,32,24,16,16,8,8
95,70,52,34,24,17,17,9,8
100,78,56,36,26,18,18,9,9
105,81,61,37,27,18,18,9,9
110,86,67,39,30,19,19,9,10
115,90,68,41,31,20,20,10,10
120,93,72,43,33,20,20,10,10
125,94,74,44,34,20,20,10,10
130,99,77,45,34,20,20,10,10
135,101,79,46,35,21,21,10,11
140,109,83,50,38,22,22,11,11
145,112,88,53,40,22,22,11,11
150,117,94,56,44,23,23,12,11
155,121,95,58,44,24,24,12,12
160,124,99,60,47,24,24,12,12
165,125,101,60,48,24,24,12,12
170,130,104,63,50,24,24,12,12
175,132,106,64,51,25,25,12,13
180,140,110,68,54,26,26,13,13
185,143,115,70,55,26,26,13,13
190,148,121,72,59,27,27,13,14
195,152,122,74,59,28,28,14,14
200,155,126,76,61,28,28,14,14
205,156,128,77,63,28,28,14,14
210,161,131,80,65,28,28,14,14
215,163,133,80,66,29,29,14,15
220,171,137,85,68,30,30,15,15
225,174,142,87,70,30,30,15,15
230,179,148,91,75,31,31,16,15
235,183,149,93,75,32,32,16,16
240,186,152,94,78,33,32,16,16
245,187,153,94,78,34,32,16,16
250,192,155,96,79,36,32,16,16
255,194,156,96,80,37,33,16,17
260,202,158,101,81,41,34,17,17
265,205,162,103,85,42,34,17,17
270,210,167,106,89,43,35,17,18
275,214,168,106,89,45,36,17,19
280,217,170,107,90,46,36,17,19
285,218,172,108,91,46,36,17,19
290,223,174,110,92,47,36,17,19
295,225,176,110,93,48,37,17,20
300,233,179,113,94,51,38,17,21
305,236,183,115,96,51,38,17,21
310,241,188,117,99,53,39,18,21
315,245,189,119,99,54,40,18,22
320,248,193,120,102,54,40,18,22
325,249,195,121,103,54,40,18,22
330,254,198,124,105,55,40,18,22
335,256,199,124,106,56,41,18,23
340,264,201,131,108,59,42,19,23
345,267,206,132,112,60,42,19,23
350,272,210,133,114,62,43,19,24
355,276,211,136,115,63,44,20,24
360,279,213,137,117,65,44,20,24
365,280,214,137,117,66,44,20,24
370,285,215,139,117,68,44,20,24
375,287,217,140,119,69,45,20,25
380,295,221,144,122,70,46,20,26
385,298,225,144,124,72,46,20,26
390,303,229,148,127,74,47,21,26
395,307,230,150,127,76,48,22,26
400,310,233,152,129,76,48,22,26
405,311,234,152,130,77,48,22,26
410,316,237,157,133,77,48,22,26
415,318,239,157,135,79,49,22,27
420,326,242,161,137,80,50,22,28
425,329,247,163,139,80,50,22,28
430,334,252,165,142,82,51,23,28
435,338,253,168,142,83,52,24,28
440,341,257,171,146,83,52,24,28
445,342,258,171,147,84,52,24,28
450,347,260,172,148,86,52,24,28
455,349,261,173,148,88,53,25,28
460,357,264,177,149,90,54,26,28
465,360,267,178,151,92,54,26,28
470,365,271,181,154,94,55,27,28
475,369,272,182,155,96,56,27,29
480,372,274,184,156,97,56,27,29
485,373,276,185,158,97,56,27,29
490,378,277,186,159,100,56,27,29
495,380,278,188,159,101,57,28,29
500,388,281,193,161,103,58,29,29
505,391,285,194,164,104,58,29,29
510,396,289,197,167,107,59,30,29
515,400,290,199,167,108,60,30,30
520,403,293,200,170,109,60,30,30
525,404,294,200,170,110,60,30,30
530,409,295,201,170,113,60,30,30
535,411,296,202,171,115,61,31,30
540,419,299,205,172,117,62,31,31
545,422,302,206,173,119,62,31,31
550,427,305,207,174,122,63,31,32
555,431,306,209,174,124,64,32,32
560,434,307,210,175,126,64,32,32
565,435,308,211,175,127,64,32,32
570,440,308,213,175,131,64,32,32
575,442,309,213,176,133,65,32,33
580,450,311,218,177,136,66,32,34
585,453,314,221,179,138,66,32,34
590,458,317,222,180,141,67,32,35
595,462,318,223,180,143,68,32,36
600,465,319,223,180,145,68,32,36
605,466,320,224,180,146,68,32,36
610,471,320,225,180,150,68,32,36
615,473,321,226,180,151,69,32,37
620,481,323,227,181,155,70,32,38
625,484,326,228,182,158,70,32,38
630,489,329,230,183,160,71,33,38
635,493,330,231,183,162,72,33,39
640,496,331,231,183,164,72,33,39
645,497,332,231,183,165,72,33,39
650,502,334,235,185,166,72,33,39
655,504,336,236,187,168,73,34,39
660,512,339,241,189,170,74,34,40
665,515,343,242,192,171,74,34,40
670,520,347,242,193,173,75,34,41
675,524,348,244,194,175,76,34,42
680,527,351,245,196,175,76,34,42
685,528,352,245,196,176,76,34,42
690,533,354,247,197,177,76,34,42
695,535,356,249,198,178,77,35,42
700,543,359,252,200,181,78,35,43
705,546,363,253,203,183,78,35,43
710,551,366,254,204,185,79,35,44
715,555,367,255,205,188,80,35,45
720,558,368,256,205,189,80,35,45
725,559,369,256,206,190,80,35,45
730,564,371,257,207,192,80,35,45
735,566,372,259,207,193,81,36,45
740,574,375,261,208,195,82,37,45
745,577,379,263,209,196,82,37,45
750,582,384,267,214,198,83,38,45
755,586,385,269,214,200,84,39,45
760,589,388,271,216,200,84,39,45
765,590,389,271,217,201,84,39,45
770,595,391,275,219,202,84,39,45
775,597,393,277,221,203,85,40,45
780,605,396,281,224,206,86,41,45
785,608,397,282,225,210,86,41,45
790,613,400,283,227,213,87,41,46
795,617,401,286,228,214,88,41,47
800,620,404,286,230,215,88,41,47
805,621,405,287,230,216,88,41,47
810,626,405,291,230,220,88,41,47
815,628,406,291,231,222,89,41,48
820,636,407,296,232,226,90,42,48
825,639,410,297,235,229,90,42,48
830,644,412,299,237,232,91,42,49
835,648,413,300,238,235,92,42,50
840,651,414,302,239,236,92,42,50
845,652,415,303,239,237,92,42,50
850,657,415,307,239,241,92,42,50
855,659,416,309,240,242,93,43,50
860,667,417,312,241,248,94,43,51
865,670,419,314,243,250,94,43,51
870,675,422,318,246,253,95,43,52
875,679,423,321,247,256,96,44,52
