Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,3,5,2,3,3,3,0,0,0,0,0
15,8,3,6,2,5,5,4,1,0,0,0,0
20,16,5,10,3,10,10,7,3,0,0,0,0
25,20,6,11,4,14,14,7,7,0,0,0,0
30,30,9,16,5,21,21,11,10,0,0,0,0
35,36,9,19,5,26,26,14,12,0,0,0,0
40,47,12,23,6,35,35,17,18,0,0,0,0
45,51,13,27,7,38,38,20,18,0,0,0,0
50,61,15,30,7,46,46,23,23,0,0,0,0
55,67,15,32,7,52,52,25,27,0,0,0,0
60,78,17,36,8,61,61,28,33,0,0,0,0
65,82,19,37,8,62,62,29,33,0,0,0,0
70,92,24,43,10,65,65,30,35,0,0,0,0
75,98,24,44,10,68,68,31,37,0,0,0,0
80,109,31,50,14,72,72,32,40,0,0,0,0
85,113,34,54,16,74,74,33,41,0,0,0,0
90,123,38,59,18,79,79,36,43,0,0,0,0
95,129,38,63,18,82,82,38,44,0,0,0,0
100,140,45,68,21,85,85,39,46,0,0,0,0
105,144,48,70,22,87,87,40,47,0,0,0,0
110,154,53,75,25,92,92,42,50,0,0,0,0
115,160,53,79,25,95,95,45,50,0,0,0,0
120,171,59,85,27,99,99,46,53,0,0,0,0
125,175,62,88,29,100,100,47,53,0,0,0,0
130,185,69,94,33,103,103,50,53,0,0,0,0
135,191,70,95,33,106,106,50,56,0,0,0,0
140,202,76,101,36,110,110,51,59,0,0,0,0
145,206,81,104,38,111,111,52,59,0,0,0,0
150,216,89,107,43,114,114,52,62,0,0,0,0
155,222,89,110,43,118,118,53,65,0,0,0,0
160,233,96,113,46,121,121,54,67,0,0,0,0
165,237,101,115,47,122,122,55,67,0,0,0,0
170,247,109,120,51,125,125,57,68,0,0,0,0
175,253,110,123,51,128,128,58,70,0,0,0,0
180,264,116,131,54,131,131,60,71,0,0,0,0
185,268,121,132,57,132,132,61,71,0,0,0,0
190,278,129,137,62,135,135,62,73,0,0,0,0
195,284,130,138,63,138,138,62,76,0,0,0,0
200,295,137,144,67,141,141,64,77,0,0,0,0
205,299,143,145,68,142,142,64,78,0,0,0,0
210,309,150,151,72,145,145,66,79,0,0,0,0
215,315,151,156,72,148,148,68,80,0,0,0,0
220,326,158,161,77,151,151,69,82,0,0,0,0
225,330,163,163,81,153,153,70,83,0,0,0,0
230,340,166,170,84,159,159,73,86,0,0,0,0
235,346,166,172,84,163,163,74,89,0,0,0,0
240,357,172,177,86,167,167,76,91,0,0,0,0
245,361,176,178,88,169,169,77,92,0,0,0,0
250,371,180,183,91,174,174,78,96,0,0,0,0
255,377,181,186,92,177,177,81,96,0,0,0,0
260,388,187,193,96,181,181,82,99,0,0,0,0
