Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,4,5,3,2,2,2,0
15,8,4,6,3,3,3,3,0
20,16,8,10,4,4,4,4,0
25,20,14,11,7,5,5,4,1
30,30,22,16,10,8,8,6,2
35,36,22,19,10,11,11,8,3
40,47,29,23,13,14,14,9,5
45,51,35,27,16,15,15,10,5
50,61,43,30,19,18,18,11,7
55,67,43,32,19,21,21,13,8
60,78,50,36,21,24,24,14,10
65,82,56,37,22,24,24,14,10
70,92,65,43,27,25,25,14,11
75,98,68,44,29,27,27,15,12
80,109,76,50,32,28,28,16,12
85,113,83,54,36,28,28,16,12
90,123,92,59,42,30,29,17,12
95,129,94,63,43,32,31,18,13
100,140,100,68,47,36,32,19,13
105,144,105,70,50,37,32,19,13
110,154,112,75,55,41,33,20,13
115,160,114,79,56,44,35,22,13
120,171,119,85,60,47,36,22,14
125,175,124,88,64,49,36,22,14
130,185,130,94,70,54,37,23,14
135,191,131,95,70,59,40,24,16
140,202,136,101,72,62,41,24,17
145,206,141,104,77,63,41,24,17
150,216,146,107,81,69,43,24,19
155,222,148,110,82,72,46,25,21
160,233,153,113,84,77,47,26,21
165,237,156,115,86,79,47,26,21
170,247,160,120,89,85,49,27,22
175,253,163,123,91,88,52,29,23
180,264,169,131,95,90,53,29,24
185,268,172,132,98,95,53,29,24
190,278,176,137,102,101,54,29,25
195,284,177,138,103,106,56,29,27
200,295,180,144,106,114,57,30,27
205,299,181,145,107,117,57,30,27
210,309,184,151,109,123,58,31,27
215,315,187,156,112,125,60,32,28
220,326,191,161,116,133,61,33,28
225,330,192,163,117,136,61,33,28
230,340,197,170,122,141,62,34,28
235,346,199,172,124,146,64,35,29
240,357,199,177,124,157,67,38,29
245,361,200,178,125,161,67,38,29
250,371,201,183,125,170,68,38,30
255,377,201,186,125,176,70,40,30
260,388,202,193,126,186,71,40,31
265,392,202,194,126,190,71,40,31
270,402,203,200,127,199,71,40,31
275,408,203,200,127,205,73,40,33
280,419,203,205,127,216,74,41,33
285,423,203,206,127,220,74,41,33
290,433,204,210,127,229,74,41,33
295,439,204,212,127,235,76,42,34
300,450,204,218,127,246,77,43,34
305,454,204,221,127,250,77,43,34
310,464,205,223,127,259,77,43,34
315,470,205,225,127,264,79,44,35
320,481,207,227,129,274,80,44,36
325,485,207,228,129,278,80,44,36
330,495,207,231,129,288,80,44,36
335,501,207,234,129,294,82,44,38
340,512,207,241,129,305,83,45,38
345,516,207,242,129,309,83,45,38
350,526,208,245,129,317,83,45,38
355,532,208,247,129,323,85,45,40
360,543,213,252,133,328,86,45,41
365,547,214,253,134,333,86,45,41
370,557,214,255,134,343,86,45,41
375,563,214,257,134,349,87,46,41
380,574,216,261,135,358,88,46,42
385,578,216,264,135,362,88,46,42
390,588,216,270,135,372,88,46,42
395,594,216,274,135,378,89,47,42
400,605,219,281,138,386,90,47,43
405,609,219,283,138,390,90,47,43
410,619,219,286,138,400,90,47,43
415,625,219,290,138,406,91,47,44
420,636,220,296,139,416,92,47,45
425,640,220,297,139,420,92,47,45
430,650,220,302,139,430,92,47,45
435,656,220,306,139,436,93,47,46
440,667,220,312,139,447,94,48,46
445,671,220,315,139,451,94,48,46
450,681,220,322,139,461,94,48,46
455,687,220,325,139,467,95,48,47
460,698,220,333,139,478,96,48,48
465,702,220,335,139,482,96,48,48
470,712,223,340,140,487,97,49,48
475,718,225,344,142,491,99,51,48
480,729,229,350,146,497,100,51,49
485,733,230,353,147,503,100,51,49
490,743,231,357,148,512,101,51,50
495,749,231,360,148,518,103,52,51
500,760,232,365,149,527,103,52,51
505,764,233,368,150,531,103,52,51
510,774,234,374,150,540,103,52,51
515,780,234,375,150,545,104,52,52
520,791,236,380,152,554,104,52,52
525,795,237,381,153,558,104,52,52
530,805,238,384,154,567,104,52,52
535,811,238,385,154,573,106,53,53
540,822,239,389,154,583,106,53,53
545,826,239,390,154,587,106,53,53
550,836,240,392,154,596,106,53,53
555,842,240,396,154,602,107,54,53
560,853,242,401,155,611,107,54,53
565,857,242,402,155,615,107,54,53
570,867,243,407,155,624,107,54,53
575,873,243,410,155,630,108,54,54
580,884,244,417,156,640,108,54,54
585,888,244,418,156,644,108,54,54
590,898,246,422,158,650,108,54,54
595,904,249,425,161,654,110,55,55
600,915,252,431,163,659,111,56,55
605,919,254,433,165,665,111,56,55
610,929,255,437,166,674,111,56,55
615,935,255,440,166,679,112,57,55
620,946,257,446,168,689,112,57,55
625,950,257,448,168,693,112,57,55
630,960,258,454,169,702,112,57,55
635,966,258,458,169,708,113,58,55
640,977,259,461,169,718,113,58,55
645,981,259,462,169,722,113,58,55
650,991,260,467,170,731,113,58,55
655,997,260,471,170,736,114,59,55
660,1008,262,478,171,746,114,59,55
665,1012,262,479,171,750,114,59,55
670,1022,264,483,173,758,114,59,55
675,1028,264,486,173,763,115,60,55
680,1039,266,492,174,773,115,60,55
685,1043,266,494,174,777,115,60,55
690,1053,268,497,174,785,115,60,55
695,1059,268,501,174,790,116,61,55
700,1070,270,509,176,800,116,61,55
705,1074,270,511,176,804,116,61,55
710,1084,272,515,176,810,117,61,56
715,1090,274,515,178,816,119,61,58
720,1101,276,520,180,824,120,62,58
725,1105,276,523,180,829,120,62,58
730,1115,276,527,180,839,121,63,58
735,1121,276,533,180,845,123,65,58
740,1132,276,539,180,856,124,66,58
745,1136,276,543,180,860,124,66,58
750,1146,276,548,180,870,125,67,58
755,1152,276,551,180,876,127,68,59
760,1163,276,556,180,887,127,68,59
765,1167,276,560,180,891,127,68,59
770,1177,276,565,180,901,128,68,60
775,1183,276,567,180,907,130,69,61
780,1194,276,571,180,918,130,69,61
785,1198,276,573,180,922,130,69,61
790,1208,276,579,180,932,130,69,61
795,1214,276,581,180,938,131,69,62
800,1225,277,585,181,948,131,69,62
805,1229,278,587,182,951,131,69,62
810,1239,278,593,182,961,131,69,62
815,1245,278,594,182,967,132,69,63
820,1256,279,598,182,977,132,69,63
825,1260,280,600,183,980,132,69,63
830,1270,282,607,184,988,132,69,63
835,1276,282,609,184,994,134,69,65
840,1287,284,615,186,1003,135,69,66
845,1291,284,616,186,1007,135,69,66
850,1301,286,619,186,1015,135,69,66
855,1307,286,622,186,1021,137,69,68
860,1318,287,627,187,1031,137,69,68
