
 TIME, NO OF NODES FAIL, NO OF NODES HOTSPOT
 5,0,0
 10,0,0
 15,0,0
 20,0,0
 25,0,0
 30,0,0
 35,0,0
 40,0,0
 45,0,0
 50,0,0
 55,0,0
 60,0,0
 65,0,0
 70,0,0
 75,0,0
 80,0,0
 85,0,0
 90,0,0
 95,0,0
 100,0,0
 105,0,0
 110,0,0
 115,0,0
 120,0,0
 125,0,0
 130,0,1
 135,0,2
 140,0,2
 145,0,2
 150,0,2
 155,0,2
 160,0,2
 165,0,2
 170,0,2
 175,0,2
 180,0,2
 185,0,5
 190,0,5
 195,0,5
 200,0,5
 205,0,5
 210,0,5
 215,0,5
 220,0,5
 225,0,5
 230,0,4
 235,0,3
 240,0,4
 245,0,15
 250,0,15
 255,0,15
 260,0,16
 265,0,16
 270,0,16
 275,0,16
 280,0,16
 285,0,15
 290,0,15
 295,0,15
 300,0,15
 305,0,18
 310,0,19
 315,0,20
 320,0,21
 325,0,21
 330,0,21
 335,0,21
 340,0,20
 345,0,11
 350,0,10
 355,0,8
 360,0,7
 365,0,18
 370,0,19
 375,0,21
 380,0,21
 385,0,21
 390,0,21
 395,0,21
 400,0,21
 405,0,21
 410,0,21
 415,0,21
 420,0,21
 425,0,23
 430,0,23
 435,0,23
 440,0,23
 445,0,23
 450,0,23
 455,0,23
 460,0,23
 465,0,8
 470,0,4
 475,0,2
 480,0,2
 485,0,20
 490,0,20
 495,0,20
 500,0,21
 505,0,21
 510,0,21
 515,0,21
 520,0,21
 525,0,20
 530,0,20
 535,0,20
 540,0,20
 545,0,22
 550,0,22
 555,0,23
 560,0,23
 565,0,23
 570,0,23
 575,0,23
 580,0,23
 585,0,5
 590,0,5
 595,0,5
 600,0,4
 605,0,20
 610,0,21
 615,0,21
 620,0,21
 625,0,21
 630,0,21
 635,0,21
 640,0,21
 645,0,22
 650,0,22
 655,0,22
 660,0,22
 665,0,19
 670,0,19
 675,0,19
 680,0,19
 685,0,19
 690,0,19
 695,0,19
 700,0,19
 705,0,10
 710,0,6
 715,0,5
 720,0,5
 725,0,21
 730,0,21
 735,0,21
 740,0,23
 745,0,23
 750,0,23
 755,0,23
 760,0,23
 765,0,20
 770,0,20
 775,0,20
 780,0,20
 785,0,19
 790,0,22
 795,0,22
 800,0,22
 805,0,22
 810,0,22
 815,0,22
 820,0,22
 825,0,17
 830,0,15
 835,0,16
 840,0,15
 845,0,16
 850,0,17
 855,0,17
 860,0,17
 865,0,17
 870,0,17
 875,0,17
 880,0,17
 885,0,15
 890,0,16
 895,0,14
 900,0,14
 905,0,15
 910,0,15
 915,0,17
 920,0,21
 925,0,21
 930,0,21
 935,0,21
 940,0,21
 945,0,16
 950,0,16
 955,0,15
 960,0,15
 965,0,17
 970,0,18
 975,0,22
 980,0,22
 985,0,22
 990,0,22
 995,0,22
 1000,0,22
 1005,0,19
 1010,0,19
 1015,0,18
 1020,0,18
 1025,0,11
 1030,0,13
 1035,0,15
 1040,0,15
 1045,0,15
 1050,0,16
 1055,0,16
 1060,0,16
 1065,0,10
 1070,0,9
 1075,0,11
 1080,0,11
 1085,0,20
 1090,0,20
 1095,0,20
 1100,0,20
 1105,0,20
 1110,0,20
 1115,0,20
 1120,0,20
 1125,0,19
 1130,0,18
 1135,0,17
 1140,0,16
 1145,0,14
 1150,0,15
 1155,0,15
 1160,0,16
 1165,0,16
 1170,0,16
 1175,0,16
 1180,0,16
 1185,0,7
 1190,0,5
 1195,0,6
 1200,0,6
 1205,0,20
 1210,0,20
 1215,0,20
 1220,0,20
 1225,0,20
 1230,0,20
 1235,0,20
 1240,0,20
 1245,0,19
 1250,0,19
 1255,0,19
 1260,0,18
 1265,0,18
 1270,0,18
 1275,0,18
 1280,0,18
 1285,0,18
 1290,0,20
 1295,0,21
 1300,0,23
 1305,0,18
 1310,0,17
 1315,0,18
 1320,0,18
 1325,0,20
 1330,0,23
 1335,0,23
 1340,0,23
 1345,0,23
 1350,0,23
 1355,0,23
 1360,0,23
 1365,0,16
 1370,0,16
 1375,0,14
 1380,0,14
 1385,0,18
 1390,0,18
 1395,0,18
 1400,0,17
 1405,0,17
 1410,0,17
 1415,0,17
 1420,0,17
 1425,0,12
 1430,0,8
 1435,0,10
 1440,0,10
 1445,0,18
 1450,0,20
 1455,0,20
 1460,0,20
 1465,0,20
 1470,0,20
 1475,0,20
 1480,0,20
 1485,0,16
 1490,0,15
 1495,0,15
 1500,0,15
 1505,0,22
 1510,0,22
 1515,0,23
 1520,0,23
 1525,0,24
 1530,0,24
 1535,0,23
 1540,0,23
 1545,0,17
 1550,0,14
 1555,0,13
 1560,0,15
 1565,0,24
 1570,0,24
 1575,0,24
 1580,0,24
 1585,0,24
 1590,0,24
 1595,0,24
 1600,0,24
 1605,0,19
 1610,0,18
 1615,0,18
 1620,0,17
 1625,0,12
 1630,0,12
 1635,0,12
 1640,0,16
 1645,0,16
 1650,0,16
 1655,0,16
 1660,0,17
 1665,0,17
 1670,0,17
 1675,0,17
 1680,0,17
 1685,0,17
 1690,0,17
 1695,0,17
 1700,0,17
 1705,0,17
 1710,0,17
 1715,0,17
 1720,0,17
 1725,0,9
 1730,0,8
 1735,0,8
 1740,0,6
 1745,0,18
 1750,0,19
 1755,0,21
 1760,0,23
 1765,0,23
 1770,0,23
 1775,0,23
 1780,0,23
 1785,0,22
 1790,0,22
 1795,0,22
 1800,0,22
 1805,0,22
 1810,0,22
 1815,0,22
 1820,0,22
 1825,0,22
 1830,0,22
 1835,0,22
 1840,0,23
 1845,0,20
 1850,0,19
 1855,0,18
 1860,0,17
 1865,0,15
 1870,0,17
 1875,0,17
 1880,0,18
 1885,0,19
 1890,0,19
 1895,0,19
 1900,0,19
 1905,0,10
 1910,0,10
 1915,0,9
 1920,0,9
 1925,0,15
 1930,0,15
 1935,0,15
 1940,0,15
 1945,0,15
 1950,0,15
 1955,0,15
 1960,0,16
 1965,0,15
 1970,0,14
 1975,0,14
 1980,0,13
 1985,0,14
 1990,0,14
 1995,0,14
 2000,0,14
 2005,0,14
 2010,0,14
 2015,0,15
 2020,0,15
 2025,0,6
 2030,0,6
 2035,0,5
 2040,0,5
 2045,0,16
 2050,0,16
 2055,0,17
 2060,0,17
 2065,0,16
 2070,0,16
 2075,0,16
 2080,0,16
 2085,0,15
 2090,0,15
 2095,0,15
 2100,0,15
 2105,0,17
