Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,5,6,4,2,2,2,0
15,15,9,9,5,5,5,4,1
20,31,17,16,10,9,9,5,4
25,50,30,26,16,14,14,7,7
30,74,48,36,24,20,20,9,11
35,102,66,46,30,28,28,13,15
40,133,87,64,41,38,38,18,20
45,164,108,81,50,48,48,24,24
50,195,127,96,66,62,58,28,30
55,226,143,110,77,77,68,32,36
60,257,153,125,83,96,78,37,41
65,288,167,140,94,111,85,42,43
70,319,183,157,106,126,91,45,46
75,350,198,173,117,142,97,47,50
80,381,212,188,128,158,103,49,54
85,412,228,202,137,172,111,53,58
90,443,242,213,146,195,121,56,65
95,474,248,226,152,220,131,60,71
100,505,254,237,158,246,141,65,76
105,536,263,250,167,268,151,66,85
110,567,269,259,172,294,162,70,92
115,598,274,278,177,321,173,78,95
120,629,274,292,177,355,181,83,98
125,660,275,310,177,385,184,84,100
130,691,276,329,178,415,186,86,100
135,722,277,347,178,445,187,87,100
140,753,278,363,178,475,188,88,100
145,784,279,377,178,505,189,89,100
150,815,280,385,179,535,190,89,101
155,846,281,398,179,565,191,90,101
160,877,282,412,179,595,192,91,101
165,908,283,427,180,625,193,91,102
170,939,284,442,181,655,194,91,103
175,970,285,460,182,685,195,91,104
180,1001,286,473,182,715,196,91,105
185,1032,287,488,183,745,198,92,106
190,1063,290,505,184,773,200,92,108
195,1094,292,518,186,802,201,92,109
200,1125,295,536,188,830,202,93,109
205,1156,298,552,190,858,203,94,109
210,1187,300,569,192,887,204,95,109
215,1218,303,583,194,915,205,96,109
220,1249,305,596,195,944,206,96,110
225,1280,308,612,196,972,207,97,110
230,1311,314,624,201,995,209,97,112
235,1342,320,635,206,1022,212,98,114
240,1373,326,653,211,1041,215,100,115
245,1404,330,668,215,1074,217,102,115
250,1435,330,684,215,1105,219,103,116
255,1466,330,699,215,1136,221,104,117
260,1497,330,713,215,1167,223,105,118
