Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,6,6,5,0,0,0,0
15,15,13,9,8,0,0,0,0
20,31,24,16,14,1,1,0,1
25,50,40,26,22,3,3,0,3
30,74,61,36,32,6,6,1,5
35,102,84,46,40,9,9,3,6
40,133,111,64,54,12,12,4,8
45,164,139,81,67,15,15,6,9
50,195,164,96,86,23,18,7,11
55,226,187,110,102,31,21,7,14
60,257,204,125,113,44,24,7,17
65,288,223,140,126,54,26,8,18
70,319,242,157,140,68,28,10,18
75,350,260,173,154,80,30,11,19
80,381,275,188,167,96,32,11,21
85,412,292,202,179,109,35,13,22
90,443,309,213,188,125,38,14,24
95,474,326,226,198,140,41,15,26
100,505,338,237,206,161,44,16,28
105,536,349,250,217,180,46,16,30
110,567,356,259,223,204,48,16,32
115,598,368,278,235,222,50,18,32
120,629,370,292,237,259,51,18,33
125,660,371,310,237,289,53,18,35
130,691,372,329,238,319,54,19,35
135,722,373,347,238,349,55,19,36
140,753,374,363,238,379,56,20,36
145,784,375,377,238,409,57,20,37
150,815,376,385,239,439,58,21,37
155,846,377,398,239,469,58,21,37
160,877,378,412,239,499,58,21,37
165,908,379,427,240,529,58,21,37
170,939,380,442,241,559,58,21,37
175,970,381,460,242,589,58,21,37
180,1001,382,473,242,619,58,21,37
185,1032,382,488,242,650,59,22,37
190,1063,384,505,243,679,59,22,37
195,1094,385,518,244,709,59,22,37
200,1125,387,536,245,738,59,22,37
205,1156,389,552,246,767,59,22,37
210,1187,390,569,247,797,59,22,37
215,1218,393,583,249,825,59,22,37
220,1249,395,596,250,854,59,22,37
225,1280,399,612,252,880,59,22,37
230,1311,405,624,257,905,59,22,37
235,1342,412,635,264,928,59,22,37
240,1373,421,653,271,950,59,22,37
245,1404,424,668,273,979,60,23,37
250,1435,426,684,275,1008,61,23,38
255,1466,428,699,277,1037,62,24,38
260,1497,430,713,279,1067,62,24,38
265,1528,431,730,280,1096,62,24,38
270,1559,433,744,281,1125,62,24,38
275,1590,435,756,283,1155,62,24,38
280,1621,436,772,284,1184,62,24,38
285,1652,437,786,285,1215,62,24,38
290,1683,439,806,287,1239,64,24,40
295,1714,448,819,295,1262,66,26,40
300,1745,454,833,300,1288,68,26,42
305,1776,454,845,300,1322,69,27,42
310,1807,454,859,300,1353,70,28,42
315,1838,454,875,300,1384,71,29,42
320,1869,454,891,300,1415,72,30,42
325,1900,454,905,300,1446,73,30,43
330,1931,454,927,300,1477,74,31,43
335,1962,454,942,300,1508,75,31,44
340,1993,454,954,300,1539,76,31,45
345,2024,454,967,300,1570,77,31,46
350,2055,459,986,304,1594,78,32,46
355,2086,465,1001,310,1620,79,32,47
360,2117,472,1017,317,1645,80,32,48
365,2148,474,1033,319,1674,81,32,49
370,2179,476,1049,319,1703,82,33,49
375,2210,479,1065,321,1731,83,34,49
380,2241,480,1080,321,1761,84,34,50
385,2272,481,1097,321,1791,84,34,50
390,2303,482,1111,321,1821,84,34,50
395,2334,483,1123,322,1851,84,34,50
400,2365,484,1139,323,1881,84,34,50
405,2396,485,1157,324,1911,84,34,50
410,2427,486,1175,325,1941,84,34,50
415,2458,487,1186,325,1970,84,34,50
420,2489,488,1197,326,1999,85,35,50
