
 TIME, NO OF NODES FAIL, NO OF NODES HOTSPOT
 5,0,0
 10,0,0
 15,0,0
 20,0,0
 25,0,0
 30,0,0
 35,0,0
 40,0,0
 45,0,0
 50,0,0
 55,0,0
 60,0,0
 65,0,0
 70,0,0
 75,0,0
 80,0,0
 85,0,0
 90,0,0
 95,0,0
 100,0,0
 105,0,0
 110,0,0
 115,0,0
 120,0,0
 125,0,0
 130,0,0
 135,0,0
 140,0,0
 145,0,0
 150,0,0
 155,0,0
 160,0,0
 165,0,0
 170,0,0
 175,0,0
 180,0,0
 185,0,2
 190,0,2
 195,0,2
 200,0,2
 205,0,2
 210,0,2
 215,0,2
 220,0,2
 225,0,2
 230,0,2
 235,0,2
 240,0,2
 245,0,6
 250,0,6
 255,0,6
 260,0,6
 265,0,6
 270,0,6
 275,0,6
 280,0,6
 285,0,5
 290,0,5
 295,0,5
 300,0,5
 305,0,8
 310,0,8
 315,0,8
 320,0,8
 325,0,8
 330,0,8
 335,0,8
 340,0,8
 345,0,5
 350,0,5
 355,0,4
 360,0,3
 365,0,11
 370,0,11
 375,0,11
 380,0,11
 385,0,11
 390,0,12
 395,0,12
 400,0,12
 405,0,10
 410,0,9
 415,0,9
 420,0,9
 425,0,14
 430,0,14
 435,0,14
 440,0,14
 445,0,14
 450,0,14
 455,0,14
 460,0,14
 465,0,7
 470,0,7
 475,0,7
 480,0,7
 485,0,13
 490,0,13
 495,0,13
 500,0,13
 505,0,13
 510,0,13
 515,0,13
 520,0,13
 525,0,7
 530,0,7
 535,0,7
 540,0,7
 545,0,12
 550,0,12
 555,0,12
 560,0,12
 565,0,12
 570,0,12
 575,0,12
 580,0,12
 585,0,6
 590,0,5
 595,0,5
 600,0,5
 605,0,16
 610,0,16
 615,0,16
 620,0,16
 625,0,16
 630,0,16
 635,0,16
 640,0,16
 645,0,13
 650,0,12
 655,0,12
 660,0,12
 665,0,14
 670,0,14
 675,0,14
 680,0,14
 685,0,14
 690,0,14
 695,0,14
 700,0,14
 705,0,6
 710,0,6
 715,0,6
 720,0,6
 725,0,11
 730,0,11
 735,0,11
 740,0,11
 745,0,11
 750,0,11
 755,0,11
 760,0,11
 765,0,5
 770,0,5
 775,0,5
 780,0,5
 785,0,17
 790,0,18
 795,0,18
 800,0,18
 805,0,18
 810,0,18
 815,0,18
 820,0,18
 825,0,15
 830,0,15
 835,0,15
 840,0,15
 845,0,14
 850,0,14
 855,0,14
 860,0,14
 865,0,14
 870,0,15
 875,0,15
 880,0,15
 885,0,3
 890,0,3
 895,0,3
 900,0,3
 905,0,17
 910,0,18
 915,0,18
 920,0,18
 925,0,18
 930,0,18
 935,0,18
 940,0,18
 945,0,18
 950,0,17
 955,0,17
 960,0,17
 965,0,13
 970,0,13
 975,0,13
 980,0,13
 985,0,13
 990,0,13
 995,0,13
 1000,0,13
 1005,0,7
 1010,0,6
 1015,0,5
 1020,0,5
 1025,0,15
 1030,0,15
 1035,0,15
 1040,0,15
 1045,0,15
 1050,0,15
 1055,0,15
 1060,0,15
 1065,0,12
 1070,0,13
 1075,0,13
 1080,0,13
 1085,0,11
 1090,0,11
 1095,0,11
 1100,0,11
 1105,0,11
 1110,0,11
 1115,0,11
 1120,0,11
 1125,0,5
 1130,0,3
 1135,0,3
 1140,0,3
 1145,0,16
 1150,0,18
 1155,0,18
 1160,0,18
 1165,0,18
 1170,0,18
 1175,0,18
 1180,0,18
 1185,0,17
 1190,0,17
 1195,0,17
 1200,0,17
 1205,0,17
 1210,0,18
 1215,0,18
 1220,0,18
 1225,0,18
 1230,0,18
 1235,0,18
 1240,0,18
 1245,0,7
 1250,0,4
 1255,0,3
 1260,0,3
 1265,0,14
 1270,0,15
 1275,0,15
 1280,0,15
 1285,0,15
 1290,0,15
 1295,0,15
 1300,0,15
 1305,0,14
 1310,0,13
 1315,0,13
 1320,0,13
 1325,0,15
 1330,0,15
 1335,0,15
 1340,0,15
 1345,0,15
 1350,0,15
 1355,0,15
 1360,0,15
 1365,0,7
 1370,0,5
 1375,0,5
 1380,0,5
 1385,0,16
 1390,0,17
 1395,0,17
 1400,0,17
 1405,0,17
 1410,0,17
 1415,0,17
 1420,0,17
 1425,0,12
 1430,0,12
 1435,0,12
 1440,0,12
 1445,0,16
 1450,0,17
 1455,0,17
 1460,0,18
 1465,0,18
 1470,0,18
 1475,0,18
 1480,0,18
 1485,0,11
 1490,0,10
 1495,0,8
 1500,0,7
 1505,0,15
 1510,0,15
 1515,0,15
 1520,0,16
 1525,0,16
 1530,0,16
 1535,0,16
 1540,0,16
 1545,0,16
 1550,0,16
 1555,0,16
 1560,0,16
 1565,0,16
 1570,0,16
 1575,0,16
 1580,0,16
 1585,0,16
 1590,0,16
 1595,0,16
 1600,0,16
 1605,0,3
 1610,0,1
 1615,0,1
 1620,0,0
 1625,0,16
 1630,0,16
 1635,0,16
 1640,0,16
 1645,0,16
 1650,0,16
 1655,0,16
 1660,0,16
 1665,0,16
 1670,0,16
 1675,0,16
 1680,0,16
 1685,0,17
 1690,0,17
 1695,0,17
 1700,0,17
 1705,0,17
 1710,0,17
 1715,0,17
 1720,0,17
 1725,0,6
 1730,0,4
 1735,0,2
 1740,0,1
 1745,0,12
 1750,0,12
 1755,0,12
 1760,0,12
 1765,0,12
 1770,0,12
 1775,0,12
 1780,0,12
 1785,0,12
 1790,0,12
 1795,0,13
 1800,0,13
 1805,0,15
 1810,0,15
 1815,0,15
 1820,0,15
 1825,0,15
 1830,0,15
 1835,0,15
 1840,0,15
 1845,0,4
 1850,0,3
 1855,0,3
 1860,0,3
 1865,0,16
 1870,0,16
 1875,0,16
 1880,0,16
 1885,0,16
 1890,0,16
 1895,0,16
 1900,0,16
 1905,0,16
 1910,0,16
 1915,0,16
 1920,0,16
 1925,0,17
 1930,0,17
 1935,0,17
 1940,0,17
 1945,0,17
 1950,0,17
 1955,0,17
 1960,0,17
 1965,0,2
 1970,0,1
 1975,0,1
 1980,0,2
 1985,0,16
 1990,0,16
 1995,0,16
 2000,0,16
 2005,0,16
 2010,0,16
 2015,0,16
 2020,0,16
 2025,0,16
 2030,0,16
 2035,0,16
 2040,0,16
 2045,0,15
 2050,0,15
 2055,0,15
 2060,0,15
 2065,0,15
 2070,0,15
 2075,0,15
 2080,0,14
 2085,0,1
 2090,0,0
 2095,0,0
 2100,0,0
 2105,0,18
