Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,9,8,7,6,0,0,0,0
20,22,16,12,9,1,1,1,0
25,28,24,15,12,2,2,1,1
30,46,37,22,19,3,3,2,1
35,56,48,29,24,4,4,3,1
40,77,65,36,30,5,5,3,2
45,87,77,40,34,6,6,3,3
50,108,94,49,42,7,7,4,3
55,118,106,56,50,8,8,5,3
60,139,123,68,58,9,9,5,4
65,149,134,73,65,11,9,5,4
70,170,148,85,74,15,10,6,4
75,180,160,91,82,17,10,6,4
80,201,174,100,91,20,11,7,4
85,211,184,106,96,24,11,7,4
90,232,194,112,99,29,12,7,5
95,242,205,117,106,32,12,7,5
100,263,218,130,114,38,13,8,5
105,273,229,134,121,39,13,8,5
110,294,238,144,128,51,14,9,5
115,304,245,149,133,53,14,9,5
120,325,258,160,143,62,15,10,5
125,335,266,166,150,67,15,10,5
130,356,275,177,158,75,16,10,6
135,366,282,181,163,82,16,10,6
140,387,289,193,170,93,17,10,7
145,397,294,197,175,100,17,10,7
150,418,300,204,180,115,18,11,7
155,428,304,208,184,122,18,11,7
160,449,309,217,188,137,19,12,7
165,459,313,222,192,144,19,12,7
170,480,317,227,195,162,20,12,8
175,490,318,230,196,171,20,12,8
180,511,318,240,196,191,21,13,8
185,521,319,242,197,202,21,13,8
190,542,320,251,198,222,22,13,9
195,552,320,254,198,232,22,13,9
200,573,323,261,200,250,23,13,10
205,583,323,268,200,259,23,13,10
210,604,328,281,203,276,24,14,10
215,614,328,283,203,286,24,14,10
220,635,331,296,206,304,25,15,10
225,645,331,299,206,314,25,15,10
230,666,333,312,208,333,26,16,10
235,676,335,319,210,340,26,16,10
240,697,338,332,213,359,27,17,10
245,707,340,336,214,367,27,17,10
250,728,342,349,216,386,27,17,10
255,738,344,356,218,394,27,17,10
260,759,345,364,218,414,27,17,10
265,769,347,372,219,422,27,17,10
270,790,348,380,220,441,27,17,10
275,800,350,382,221,450,27,17,10
280,821,352,389,223,468,27,17,10
285,831,354,391,224,477,27,17,10
290,852,356,400,225,495,27,17,10
295,862,359,407,227,503,27,17,10
300,883,362,416,228,519,28,18,10
305,893,364,419,230,529,28,18,10
310,914,369,431,235,544,29,18,11
315,924,370,436,236,554,29,18,11
320,945,371,446,236,574,30,19,11
325,955,371,451,236,584,30,19,11
330,976,372,460,236,604,31,19,12
335,986,372,465,236,614,31,19,12
340,1007,373,477,236,634,32,19,13
345,1017,373,482,236,644,32,19,13
350,1038,376,492,238,661,33,19,14
355,1048,376,496,238,672,33,19,14
360,1069,379,509,240,688,34,20,14
365,1079,379,513,240,698,34,20,14
370,1100,383,520,243,717,35,21,14
375,1110,383,525,243,726,35,21,14
380,1131,387,539,246,744,36,21,15
385,1141,387,546,246,752,36,21,15
390,1162,392,556,251,769,37,21,16
395,1172,393,563,252,778,37,21,16
400,1193,396,571,254,797,37,21,16
405,1203,396,575,254,807,37,21,16
410,1224,398,585,255,826,37,21,16
415,1234,398,591,255,836,37,21,16
420,1255,400,597,255,855,37,21,16
425,1265,400,604,255,865,37,21,16
430,1286,403,615,257,883,37,21,16
435,1296,403,617,257,893,37,21,16
440,1317,405,627,259,912,37,21,16
445,1327,405,629,259,922,37,21,16
450,1348,407,638,261,941,37,21,16
455,1358,407,645,261,951,37,21,16
460,1379,408,656,261,971,37,21,16
465,1389,409,660,261,979,37,21,16
470,1410,414,671,265,996,37,21,16
475,1420,416,676,266,1004,37,21,16
480,1441,419,686,268,1021,37,21,16
485,1451,421,691,270,1030,37,21,16
