
 TIME, NO OF NODES FAIL, NO OF NODES HOTSPOT
 5,0,0
 10,0,0
 15,0,0
 20,0,0
 25,0,0
 30,0,0
 35,0,0
 40,0,0
 45,0,0
 50,0,0
 55,0,0
 60,0,0
 65,0,0
 70,0,0
 75,0,0
 80,0,0
 85,0,0
 90,0,1
 95,0,1
 100,0,1
 105,0,1
 110,0,1
 115,0,1
 120,0,1
 125,0,5
 130,0,5
 135,0,5
 140,0,6
 145,0,6
 150,0,6
 155,0,6
 160,0,6
 165,0,6
 170,0,7
 175,0,7
 180,0,10
 185,0,24
 190,0,23
 195,0,24
 200,0,24
 205,0,24
 210,0,24
 215,0,24
 220,0,25
 225,0,23
 230,0,23
 235,0,22
 240,0,21
 245,0,21
 250,0,22
 255,0,22
 260,0,22
 265,0,22
 270,0,22
 275,0,22
 280,0,20
 285,0,17
 290,0,17
 295,0,17
 300,0,17
 305,0,16
 310,0,18
 315,0,19
 320,0,23
 325,0,23
 330,0,24
 335,0,24
 340,0,24
 345,0,16
 350,0,16
 355,0,16
 360,0,16
 365,0,21
 370,0,21
 375,0,21
 380,0,21
 385,0,21
 390,0,22
 395,0,23
 400,0,23
 405,0,24
 410,0,24
 415,0,24
 420,0,22
 425,0,20
 430,0,23
 435,0,23
 440,0,23
 445,0,23
 450,0,23
 455,0,23
 460,0,23
 465,0,19
 470,0,16
 475,0,16
 480,0,16
 485,0,18
 490,0,22
 495,0,22
 500,0,23
 505,0,23
 510,0,23
 515,0,23
 520,0,23
 525,0,17
 530,0,15
 535,0,15
 540,0,16
 545,0,23
 550,0,23
 555,0,23
 560,0,23
 565,0,23
 570,0,23
 575,0,23
 580,0,23
 585,0,22
 590,0,21
 595,0,21
 600,0,21
 605,0,19
 610,0,20
 615,0,21
 620,0,22
 625,0,22
 630,0,22
 635,0,22
 640,0,22
 645,0,18
 650,0,16
 655,0,15
 660,0,15
 665,0,8
 670,0,18
 675,0,24
 680,0,24
 685,0,24
 690,0,24
 695,0,24
 700,0,24
 705,0,23
 710,0,21
 715,0,21
 720,0,21
 725,0,18
 730,0,23
 735,0,24
 740,0,24
 745,0,24
 750,0,24
 755,0,24
 760,0,24
 765,0,20
 770,0,16
 775,0,10
 780,0,10
 785,0,20
 790,0,24
 795,0,24
 800,0,24
 805,0,24
 810,0,24
 815,0,24
 820,0,24
 825,0,23
 830,0,21
 835,0,21
 840,0,21
 845,0,21
 850,0,21
 855,0,21
 860,0,21
 865,0,21
 870,0,21
 875,0,21
 880,0,21
 885,0,16
 890,0,14
 895,0,14
 900,0,15
 905,0,15
 910,0,19
 915,0,19
 920,0,23
 925,0,23
 930,0,23
 935,0,23
 940,0,24
 945,0,22
 950,0,23
 955,0,22
 960,0,22
 965,0,21
 970,0,22
 975,0,22
 980,0,22
 985,0,22
 990,0,23
 995,0,23
 1000,0,23
 1005,0,17
 1010,0,13
 1015,0,12
 1020,0,10
 1025,0,17
 1030,0,19
 1035,0,19
 1040,0,19
 1045,0,19
 1050,0,20
 1055,0,20
 1060,0,21
 1065,0,21
 1070,0,21
 1075,0,21
 1080,0,21
 1085,0,15
 1090,0,16
 1095,0,16
 1100,0,17
 1105,0,17
 1110,0,17
 1115,0,17
 1120,0,18
 1125,0,11
 1130,0,8
 1135,0,8
 1140,0,10
 1145,0,19
 1150,0,19
 1155,0,19
 1160,0,22
 1165,0,22
 1170,0,22
 1175,0,22
 1180,0,22
 1185,0,22
 1190,0,22
 1195,0,22
 1200,0,22
 1205,0,20
 1210,0,21
 1215,0,22
 1220,0,25
 1225,0,26
 1230,0,26
 1235,0,27
 1240,0,26
 1245,0,17
 1250,0,16
 1255,0,15
 1260,0,14
 1265,0,20
 1270,0,22
 1275,0,22
 1280,0,24
 1285,0,24
 1290,0,24
 1295,0,24
 1300,0,24
 1305,0,20
 1310,0,19
 1315,0,19
 1320,0,19
 1325,0,17
 1330,0,18
 1335,0,19
 1340,0,19
 1345,0,20
 1350,0,21
 1355,0,21
 1360,0,21
 1365,0,17
 1370,0,14
 1375,0,15
 1380,0,14
 1385,0,24
 1390,0,24
 1395,0,24
 1400,0,24
 1405,0,24
 1410,0,25
 1415,0,25
 1420,0,25
 1425,0,21
 1430,0,21
 1435,0,20
 1440,0,20
 1445,0,23
 1450,0,23
 1455,0,23
 1460,0,23
 1465,0,23
 1470,0,23
 1475,0,23
 1480,0,23
 1485,0,13
 1490,0,12
 1495,0,11
 1500,0,11
 1505,0,21
 1510,0,21
 1515,0,21
 1520,0,22
 1525,0,22
 1530,0,22
 1535,0,22
 1540,0,22
 1545,0,19
 1550,0,19
 1555,0,19
 1560,0,19
 1565,0,22
 1570,0,22
 1575,0,27
 1580,0,27
 1585,0,27
 1590,0,27
 1595,0,27
 1600,0,27
 1605,0,18
 1610,0,17
 1615,0,16
 1620,0,14
 1625,0,23
 1630,0,25
 1635,0,25
 1640,0,25
 1645,0,25
 1650,0,25
 1655,0,26
 1660,0,26
 1665,0,23
 1670,0,21
 1675,0,21
 1680,0,21
 1685,0,21
 1690,0,22
 1695,0,22
 1700,0,22
 1705,0,22
 1710,0,22
 1715,0,22
 1720,0,22
 1725,0,8
 1730,0,6
 1735,0,6
 1740,0,6
 1745,0,22
 1750,0,22
 1755,0,22
 1760,0,23
 1765,0,23
 1770,0,23
 1775,0,23
 1780,0,22
 1785,0,19
 1790,0,19
 1795,0,19
 1800,0,19
 1805,0,15
 1810,0,24
 1815,0,24
 1820,0,24
 1825,0,24
 1830,0,24
 1835,0,24
 1840,0,25
 1845,0,21
 1850,0,21
 1855,0,21
 1860,0,21
 1865,0,21
 1870,0,21
 1875,0,21
 1880,0,23
 1885,0,23
 1890,0,23
 1895,0,23
 1900,0,23
 1905,0,14
 1910,0,14
 1915,0,11
 1920,0,11
 1925,0,16
 1930,0,17
 1935,0,17
 1940,0,17
 1945,0,17
 1950,0,20
 1955,0,20
 1960,0,20
 1965,0,19
 1970,0,19
 1975,0,19
 1980,0,20
 1985,0,19
 1990,0,21
 1995,0,21
 2000,0,21
 2005,0,22
 2010,0,24
 2015,0,23
 2020,0,23
 2025,0,15
 2030,0,16
 2035,0,15
 2040,0,16
 2045,0,17
 2050,0,17
 2055,0,17
 2060,0,19
 2065,0,20
 2070,0,24
 2075,0,24
 2080,0,24
 2085,0,23
 2090,0,24
 2095,0,24
 2100,0,24
 2105,0,23
