Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,7,6,6,5,0,0,0,0,0,0,0,0
15,15,13,9,8,1,1,0,1,0,0,0,0
20,31,23,16,14,3,3,0,3,0,0,0,0
25,50,38,26,22,6,6,0,6,0,0,0,0
30,74,56,36,30,11,11,2,9,0,0,0,0
35,102,77,46,38,18,18,6,12,0,0,0,0
40,133,101,64,51,23,23,9,14,0,0,0,0
45,164,126,81,60,30,30,16,14,0,0,0,0
50,195,149,96,75,37,37,19,18,0,0,0,0
55,226,174,110,88,45,45,21,24,0,0,0,0
60,257,197,125,98,52,52,24,28,0,0,0,0
65,288,221,140,110,56,56,26,30,0,0,0,0
70,319,249,157,124,59,59,28,31,0,0,0,0
75,350,277,173,139,62,62,29,33,0,0,0,0
80,381,305,188,152,67,65,30,35,0,2,0,0
85,412,322,202,167,75,70,31,39,0,5,0,0
90,443,333,213,178,86,81,32,49,0,5,0,0
95,474,346,226,191,103,98,32,66,0,5,0,0
100,505,355,237,200,107,102,32,70,0,5,0,0
105,536,368,250,213,125,119,32,87,0,6,0,0
110,567,376,259,221,146,136,33,103,0,10,0,0
115,598,391,278,236,158,145,35,110,0,13,0,0
120,629,405,292,250,162,149,35,114,0,13,0,0
125,660,421,310,266,171,155,36,119,0,16,0,0
130,691,439,329,284,183,165,39,126,0,18,0,0
135,722,454,347,299,192,174,40,134,0,18,0,0
140,753,467,363,312,204,181,42,139,0,23,0,0
145,784,468,377,313,218,192,44,148,0,26,0,0
150,815,468,385,313,230,200,45,155,0,30,0,0
155,846,470,398,315,245,210,45,165,0,35,0,0
160,877,470,412,315,258,218,48,170,0,40,0,0
165,908,470,427,315,274,229,48,181,0,45,0,0
170,939,470,442,315,295,236,51,185,0,59,0,0
175,970,470,460,315,311,243,54,189,0,68,0,0
180,1001,470,473,315,327,249,56,193,0,78,0,0
185,1032,470,488,315,341,253,58,195,0,88,0,0
190,1063,470,505,315,355,256,59,197,0,99,0,0
195,1094,470,518,315,369,259,60,199,0,110,0,0
200,1125,470,536,315,383,262,62,200,0,121,0,0
205,1156,470,552,315,397,265,64,201,0,132,0,0
210,1187,470,569,315,411,268,67,201,0,143,0,0
215,1218,470,583,315,425,271,68,203,0,154,0,0
220,1249,470,596,315,440,274,70,204,0,166,0,0
225,1280,470,612,315,455,277,72,205,0,178,0,0
230,1311,470,624,315,470,279,72,207,0,191,0,0
235,1342,470,635,315,483,280,73,207,0,203,0,0
240,1373,470,653,315,498,283,76,207,0,215,0,0
245,1404,470,668,315,512,286,77,209,0,226,0,0
250,1435,476,684,321,525,289,79,210,0,236,0,0
255,1466,485,699,330,537,291,80,211,0,246,0,0
260,1497,494,713,339,550,293,82,211,0,257,0,0
265,1528,503,730,348,563,296,85,211,0,267,0,0
270,1559,512,744,357,576,299,88,211,0,277,0,0
275,1590,523,756,368,587,301,89,212,0,285,0,1
280,1621,531,772,376,598,303,90,213,0,292,0,3
285,1652,545,786,390,610,305,91,214,0,301,0,4
290,1683,555,806,400,625,307,92,215,0,314,0,4
295,1714,555,819,400,647,309,94,215,0,329,0,9
300,1745,555,833,400,664,311,95,216,0,342,0,11
305,1776,555,845,400,682,313,96,217,0,358,0,11
310,1807,555,859,400,701,316,98,218,0,373,0,12
315,1838,555,875,400,724,319,100,219,0,391,0,14
320,1869,555,891,400,744,321,102,219,0,407,0,16
325,1900,555,905,400,762,322,102,220,0,422,0,18
330,1931,555,927,400,783,324,103,221,0,438,0,21
335,1962,555,942,400,803,326,105,221,0,453,0,24
340,1993,555,954,400,823,328,107,221,0,468,0,27
345,2024,555,967,400,843,330,108,222,0,482,0,31
350,2055,555,986,400,864,333,110,223,0,497,0,34
355,2086,555,1001,400,882,335,112,223,0,510,0,37
360,2117,555,1017,400,908,337,114,223,0,531,0,40
365,2148,555,1033,400,931,339,115,224,0,550,0,42
370,2179,555,1049,400,953,341,117,224,0,567,0,45
375,2210,555,1065,400,975,343,119,224,0,583,0,49
380,2241,555,1080,400,996,344,119,225,0,599,0,53
385,2272,555,1097,400,1016,345,120,225,0,614,0,57
390,2303,563,1111,408,1031,346,120,226,0,626,0,59
395,2334,571,1123,416,1053,347,120,227,0,642,0,64
400,2365,579,1139,424,1065,349,121,228,0,650,0,66
405,2396,591,1157,436,1077,352,124,228,0,657,0,68
410,2427,607,1175,452,1087,355,127,228,0,662,0,70
415,2458,618,1186,463,1097,356,127,229,0,670,0,71
420,2489,624,1197,469,1108,357,128,229,0,676,0,75
425,2520,637,1215,482,1123,359,129,230,0,689,0,75
430,2551,638,1226,483,1137,361,131,230,0,698,0,78
435,2582,641,1245,486,1157,364,134,230,0,711,0,82
440,2613,643,1258,488,1176,366,135,231,0,721,0,89
445,2644,644,1276,489,1196,369,138,231,0,731,0,96
450,2675,644,1289,489,1214,370,138,232,0,741,0,103
455,2706,645,1302,490,1236,372,139,233,0,751,0,113
460,2737,645,1316,490,1262,374,141,233,0,763,0,125
465,2768,646,1329,491,1283,375,141,234,0,775,0,133
470,2799,648,1350,493,1308,378,144,234,0,790,0,140
475,2830,648,1363,493,1334,379,145,234,0,806,0,149
480,2861,648,1380,493,1357,381,147,234,0,820,0,156
485,2892,648,1395,493,1384,384,149,235,0,837,0,163
490,2923,648,1409,493,1409,387,151,236,0,851,0,171
495,2954,648,1421,493,1434,388,151,237,0,863,0,183
500,2985,648,1438,493,1458,391,154,237,0,875,0,192
505,3016,648,1454,493,1482,393,155,238,0,889,0,200
510,3047,648,1464,493,1504,395,156,239,0,901,0,208
515,3078,648,1477,493,1529,398,158,240,0,916,0,215
520,3109,648,1491,493,1551,400,160,240,0,928,0,223
525,3140,648,1507,493,1578,408,161,247,0,939,0,231
530,3171,652,1517,497,1607,415,162,253,0,949,0,243
535,3202,655,1530,500,1635,423,164,259,0,961,0,251
540,3233,669,1547,514,1657,427,166,261,0,973,0,257
545,3264,682,1565,527,1677,428,166,262,0,990,0,259
550,3295,686,1581,531,1695,430,167,263,0,1003,0,262
555,3326,690,1602,535,1712,432,169,263,0,1015,0,265
560,3357,694,1618,539,1732,433,169,264,0,1028,0,271
565,3388,697,1642,542,1757,438,174,264,0,1045,0,274
570,3419,701,1660,546,1779,439,175,264,0,1057,0,283
575,3450,707,1673,552,1795,441,176,265,0,1066,0,288
580,3481,710,1686,555,1810,443,177,266,0,1076,0,291
585,3512,712,1696,557,1829,445,178,267,0,1086,0,298
590,3543,714,1711,559,1847,446,178,268,0,1097,0,304
595,3574,717,1720,562,1863,447,178,269,0,1104,0,312
600,3605,720,1733,565,1890,452,178,274,0,1115,0,323
605,3636,724,1748,569,1907,456,178,278,0,1124,0,327
610,3667,727,1763,572,1933,457,179,278,0,1138,0,338
615,3698,730,1779,575,1953,458,180,278,0,1148,0,347
620,3729,732,1794,577,1976,461,182,279,0,1158,0,357
625,3760,743,1806,588,1999,463,183,280,0,1170,0,366
630,3791,744,1820,589,2019,464,183,281,0,1182,0,373
635,3822,746,1836,591,2043,466,185,281,0,1194,0,383
640,3853,747,1856,592,2068,469,187,282,0,1207,0,392
645,3884,751,1878,596,2094,471,188,283,0,1220,0,403
650,3915,756,1890,601,2124,473,188,285,0,1239,0,412
655,3946,760,1901,605,2150,475,188,287,0,1254,0,421
660,3977,765,1919,610,2178,478,191,287,0,1270,0,430
665,4008,774,1936,619,2201,481,193,288,0,1283,0,437
670,4039,774,1954,619,2227,483,193,290,0,1295,0,449
675,4070,774,1967,619,2255,485,194,291,0,1307,0,463
680,4101,774,1980,619,2284,486,195,291,0,1321,0,477
685,4132,774,1997,619,2309,489,198,291,0,1334,0,486
690,4163,774,2009,619,2332,491,199,292,0,1345,0,496
695,4194,774,2026,619,2355,492,200,292,0,1357,0,506
700,4225,774,2040,619,2379,494,202,292,0,1370,0,515
705,4256,774,2057,619,2408,496,204,292,0,1387,0,525
710,4287,774,2071,619,2431,498,205,293,0,1399,0,534
715,4318,774,2087,619,2466,501,208,293,0,1420,0,545
720,4349,774,2105,619,2497,503,210,293,0,1432,0,562
725,4380,774,2123,619,2526,505,212,293,0,1448,0,573
730,4411,774,2138,619,2553,506,212,294,0,1463,0,584
735,4442,775,2150,620,2576,508,213,295,0,1474,0,594
740,4473,785,2167,630,2598,510,214,296,0,1486,0,602
745,4504,790,2182,635,2621,512,216,296,0,1497,0,612
750,4535,794,2200,639,2645,515,217,298,0,1509,0,621
755,4566,810,2217,655,2673,522,219,303,0,1522,0,629
760,4597,815,2232,660,2707,529,222,307,0,1544,0,634
765,4628,818,2244,663,2733,536,224,312,0,1558,0,639
770,4659,821,2262,666,2760,543,226,317,0,1572,0,645
775,4690,825,2274,670,2786,548,226,322,0,1583,0,655
780,4721,835,2290,680,2809,550,226,324,0,1595,0,664
785,4752,848,2307,693,2826,552,226,326,0,1604,0,670
790,4783,858,2321,703,2842,553,227,326,0,1613,0,676
795,4814,863,2337,708,2864,554,227,327,0,1625,0,685
800,4845,863,2350,708,2893,556,228,328,0,1639,0,698
805,4876,863,2362,708,2920,558,229,329,0,1653,0,709
810,4907,863,2378,708,2947,559,229,330,0,1668,0,720
