
 TIME, NO OF NODES FAIL, NO OF NODES HOTSPOT
 5,0,0
 10,0,0
 15,0,0
 20,0,0
 25,0,0
 30,0,0
 35,0,0
 40,0,0
 45,0,0
 50,0,0
 55,0,0
 60,0,0
 65,0,0
 70,0,0
 75,0,0
 80,0,0
 85,0,0
 90,0,0
 95,0,0
 100,0,0
 105,0,0
 110,0,0
 115,0,0
 120,0,0
 125,0,0
 130,0,0
 135,0,0
 140,0,0
 145,0,0
 150,0,0
 155,0,1
 160,0,1
 165,0,1
 170,0,1
 175,0,1
 180,0,1
 185,0,1
 190,0,1
 195,0,1
 200,0,1
 205,0,2
 210,0,2
 215,0,2
 220,0,2
 225,0,2
 230,0,2
 235,0,2
 240,0,2
 245,0,2
 250,0,2
 255,0,2
 260,0,1
 265,0,1
 270,0,1
 275,0,1
 280,0,1
 285,0,1
 290,0,1
 295,0,1
 300,0,1
 305,0,1
 310,0,0
 315,0,0
 320,0,0
 325,0,0
 330,0,0
 335,0,0
 340,0,1
 345,0,1
 350,0,2
 355,0,3
 360,0,3
 365,0,3
 370,0,3
 375,0,3
 380,0,3
 385,0,3
 390,0,3
 395,0,3
 400,0,3
 405,0,3
 410,0,3
 415,0,3
 420,0,3
 425,0,3
 430,0,3
 435,0,3
 440,0,3
 445,0,3
 450,0,1
 455,0,0
 460,0,0
 465,0,0
 470,0,0
 475,0,1
 480,0,1
 485,0,2
 490,0,2
 495,0,2
 500,0,2
 505,0,2
 510,0,2
 515,0,2
 520,0,2
 525,0,2
 530,0,2
 535,0,2
 540,0,2
 545,0,3
 550,0,3
 555,0,4
 560,0,4
 565,0,4
 570,0,4
 575,0,3
 580,0,4
 585,0,3
 590,0,3
 595,0,3
 600,0,3
 605,0,3
 610,0,3
 615,0,3
 620,0,3
 625,0,3
 630,0,3
 635,0,3
 640,0,3
 645,0,2
 650,0,2
 655,0,2
 660,0,1
 665,0,1
 670,0,1
 675,0,1
 680,0,1
 685,0,1
 690,0,1
 695,0,1
 700,0,1
 705,0,1
 710,0,1
 715,0,1
 720,0,1
 725,0,2
 730,0,2
 735,0,2
 740,0,2
 745,0,3
 750,0,3
 755,0,3
 760,0,3
 765,0,4
 770,0,4
 775,0,4
 780,0,4
 785,0,3
 790,0,3
 795,0,3
 800,0,3
 805,0,3
 810,0,3
 815,0,3
 820,0,3
 825,0,2
 830,0,2
 835,0,2
 840,0,2
 845,0,2
 850,0,2
 855,0,2
 860,0,2
 865,0,1
 870,0,1
 875,0,1
 880,0,1
 885,0,1
 890,0,1
 895,0,1
 900,0,1
 905,0,1
 910,0,1
 915,0,1
 920,0,1
 925,0,3
 930,0,3
 935,0,4
 940,0,4
 945,0,4
 950,0,4
 955,0,4
 960,0,4
 965,0,4
 970,0,4
 975,0,4
 980,0,4
 985,0,4
 990,0,4
 995,0,4
 1000,0,4
 1005,0,4
 1010,0,5
 1015,0,5
 1020,0,5
 1025,0,5
 1030,0,4
 1035,0,4
 1040,0,3
 1045,0,3
 1050,0,3
 1055,0,3
 1060,0,2
 1065,0,2
 1070,0,2
 1075,0,2
 1080,0,2
 1085,0,3
 1090,0,3
 1095,0,3
 1100,0,3
 1105,0,3
 1110,0,2
 1115,0,3
 1120,0,3
 1125,0,3
 1130,0,3
 1135,0,2
 1140,0,2
 1145,0,2
 1150,0,3
 1155,0,3
 1160,0,3
 1165,0,3
 1170,0,4
 1175,0,4
 1180,0,4
 1185,0,4
 1190,0,4
 1195,0,4
 1200,0,4
 1205,0,4
 1210,0,4
 1215,0,4
 1220,0,4
 1225,0,3
 1230,0,3
 1235,0,3
 1240,0,3
 1245,0,3
 1250,0,2
 1255,0,2
 1260,0,2
 1265,0,2
 1270,0,3
 1275,0,2
 1280,0,2
 1285,0,2
 1290,0,1
 1295,0,1
 1300,0,1
 1305,0,1
 1310,0,1
 1315,0,2
 1320,0,2
 1325,0,2
 1330,0,2
 1335,0,2
 1340,0,2
 1345,0,2
 1350,0,3
 1355,0,3
 1360,0,4
 1365,0,4
 1370,0,4
 1375,0,3
 1380,0,3
 1385,0,3
 1390,0,3
 1395,0,4
 1400,0,5
 1405,0,5
 1410,0,5
 1415,0,5
 1420,0,4
 1425,0,4
 1430,0,4
 1435,0,4
 1440,0,4
 1445,0,5
 1450,0,5
 1455,0,5
 1460,0,4
 1465,0,3
 1470,0,3
 1475,0,3
 1480,0,3
 1485,0,3
 1490,0,3
 1495,0,3
 1500,0,2
 1505,0,1
 1510,0,1
 1515,0,1
 1520,0,1
 1525,0,1
 1530,0,1
 1535,0,1
 1540,0,1
 1545,0,0
 1550,0,0
 1555,0,1
 1560,0,2
 1565,0,2
 1570,0,2
 1575,0,3
 1580,0,3
 1585,0,3
 1590,0,3
 1595,0,3
 1600,0,4
 1605,0,4
 1610,0,4
 1615,0,4
 1620,0,4
 1625,0,6
 1630,0,6
 1635,0,6
 1640,0,6
 1645,0,6
 1650,0,6
 1655,0,5
 1660,0,4
 1665,0,4
 1670,0,4
 1675,0,4
 1680,0,3
 1685,0,3
 1690,0,3
 1695,0,3
 1700,0,2
 1705,0,2
 1710,0,2
 1715,0,2
 1720,0,2
 1725,0,0
 1730,0,0
 1735,0,0
 1740,0,0
 1745,0,1
 1750,0,2
 1755,0,2
 1760,0,2
 1765,0,2
 1770,0,2
 1775,0,2
 1780,0,2
 1785,0,2
 1790,0,3
 1795,0,3
 1800,0,3
 1805,0,4
 1810,0,4
 1815,0,4
 1820,0,4
 1825,0,4
 1830,0,4
 1835,0,4
 1840,0,4
 1845,0,4
 1850,0,2
 1855,0,2
 1860,0,2
 1865,0,3
 1870,0,3
 1875,0,3
 1880,0,3
 1885,0,3
 1890,0,2
 1895,0,2
 1900,0,2
 1905,0,1
 1910,0,1
 1915,0,1
 1920,0,1
 1925,0,2
 1930,0,3
 1935,0,3
 1940,0,3
 1945,0,3
 1950,0,3
 1955,0,3
 1960,0,4
 1965,0,3
 1970,0,4
 1975,0,5
 1980,0,5
 1985,0,5
 1990,0,5
 1995,0,5
 2000,0,5
 2005,0,5
 2010,0,5
 2015,0,5
 2020,0,5
 2025,0,4
 2030,0,4
 2035,0,3
 2040,0,3
 2045,0,4
 2050,0,4
 2055,0,4
 2060,0,4
 2065,0,4
 2070,0,3
 2075,0,1
 2080,0,1
 2085,0,1
 2090,0,1
 2095,0,1
 2100,0,1
 2105,0,2
