Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,7,4,6,3,3,3,3,0,0,0,0,0
15,15,7,9,3,8,8,6,2,0,0,0,0
20,31,13,16,8,17,17,8,9,0,0,0,0
25,50,20,26,12,28,28,13,15,0,0,0,0
30,74,29,36,16,42,42,18,24,0,0,0,0
35,102,38,46,19,62,62,27,35,0,0,0,0
40,133,48,64,24,82,82,38,44,0,0,0,0
45,164,59,81,28,102,102,50,52,0,0,0,0
50,195,69,96,35,124,124,61,63,0,0,0,0
55,226,79,110,41,143,143,69,74,0,0,0,0
60,257,90,125,45,164,164,77,87,0,0,0,0
65,288,105,140,54,174,174,83,91,0,0,0,0
70,319,122,157,63,185,185,87,98,0,0,0,0
75,350,139,173,72,195,195,90,105,0,0,0,0
80,381,156,188,79,208,208,96,112,0,0,0,0
85,412,174,202,88,217,217,98,119,0,0,0,0
90,443,191,213,95,228,228,100,128,0,0,0,0
95,474,208,226,104,239,239,101,138,0,0,0,0
100,505,224,237,110,251,250,102,148,0,1,0,0
105,536,238,250,118,263,262,105,157,0,1,0,0
110,567,247,259,123,281,278,107,171,0,3,0,0
115,598,256,278,132,300,297,113,184,0,3,0,0
120,629,265,292,141,316,313,116,197,0,3,0,0
125,660,275,310,151,334,331,120,211,0,3,0,0
130,691,287,329,163,352,349,126,223,0,3,0,0
135,722,298,347,174,365,362,132,230,0,3,0,0
140,753,311,363,187,380,377,136,241,0,3,0,0
145,784,321,377,197,400,395,140,255,0,5,0,0
150,815,325,385,201,420,413,144,269,0,7,0,0
155,846,332,398,208,438,430,146,284,0,8,0,0
160,877,340,412,216,458,446,151,295,0,12,0,0
165,908,347,427,223,477,462,154,308,0,15,0,0
170,939,350,442,226,499,481,160,321,0,18,0,0
175,970,352,460,228,518,497,167,330,0,21,0,0
180,1001,353,473,229,537,511,169,342,0,26,0,0
185,1032,354,488,230,554,524,172,352,0,30,0,0
