
 TIME, NO OF NODES FAIL, NO OF NODES HOTSPOT
 5,0,0
 10,0,0
 15,0,0
 20,0,0
 25,0,0
 30,0,0
 35,0,0
 40,0,0
 45,0,0
 50,0,0
 55,0,0
 60,0,0
 65,0,0
 70,0,0
 75,0,0
 80,0,0
 85,0,0
 90,0,0
 95,0,0
 100,0,0
 105,0,0
 110,0,0
 115,0,0
 120,0,0
 125,0,0
 130,0,0
 135,0,0
 140,0,0
 145,0,0
 150,0,0
 155,0,0
 160,0,0
 165,0,0
 170,0,0
 175,0,0
 180,0,0
 185,0,0
 190,0,0
 195,0,0
 200,0,0
 205,0,0
 210,0,0
 215,0,0
 220,0,0
 225,0,0
 230,0,0
 235,0,0
 240,0,0
 245,0,0
 250,0,0
 255,0,0
 260,0,1
 265,0,1
 270,0,1
 275,0,1
 280,0,1
 285,0,1
 290,0,1
 295,0,1
 300,0,1
 305,0,1
 310,0,1
 315,0,1
 320,0,1
 325,0,1
 330,0,1
 335,0,1
 340,0,1
 345,0,1
 350,0,1
 355,0,1
 360,0,1
 365,0,0
 370,0,0
 375,0,0
 380,0,0
 385,0,0
 390,0,0
 395,0,0
 400,0,0
 405,0,0
 410,0,0
 415,0,1
 420,0,1
 425,0,1
 430,0,1
 435,0,1
 440,0,1
 445,0,1
 450,0,2
 455,0,2
 460,0,2
 465,0,3
 470,0,3
 475,0,3
 480,0,3
 485,0,3
 490,0,3
 495,0,3
 500,0,3
 505,0,3
 510,0,4
 515,0,3
 520,0,3
 525,0,3
 530,0,3
 535,0,3
 540,0,3
 545,0,3
 550,0,3
 555,0,2
 560,0,2
 565,0,2
 570,0,1
 575,0,1
 580,0,1
 585,0,1
 590,0,1
 595,0,1
 600,0,1
 605,0,1
 610,0,0
 615,0,0
 620,0,0
 625,0,0
 630,0,0
 635,0,0
 640,0,0
 645,0,0
 650,0,0
 655,0,0
 660,0,0
 665,0,2
 670,0,2
 675,0,2
 680,0,2
 685,0,2
 690,0,2
 695,0,2
 700,0,2
 705,0,2
 710,0,2
 715,0,2
 720,0,2
 725,0,2
 730,0,2
 735,0,2
 740,0,2
 745,0,2
 750,0,2
 755,0,2
 760,0,2
 765,0,1
 770,0,0
 775,0,0
 780,0,0
 785,0,1
 790,0,1
 795,0,1
 800,0,1
 805,0,1
 810,0,1
 815,0,1
 820,0,1
 825,0,1
 830,0,1
 835,0,1
 840,0,2
 845,0,3
 850,0,3
 855,0,3
 860,0,3
 865,0,3
 870,0,3
 875,0,3
 880,0,3
 885,0,2
 890,0,2
 895,0,2
 900,0,2
 905,0,3
 910,0,3
 915,0,3
 920,0,3
 925,0,3
 930,0,3
 935,0,3
 940,0,2
 945,0,1
 950,0,1
 955,0,1
 960,0,1
 965,0,1
 970,0,1
 975,0,1
 980,0,1
 985,0,1
 990,0,1
 995,0,1
 1000,0,2
 1005,0,2
 1010,0,2
 1015,0,2
 1020,0,2
 1025,0,2
 1030,0,2
 1035,0,2
 1040,0,2
 1045,0,2
 1050,0,2
 1055,0,2
 1060,0,2
 1065,0,2
 1070,0,2
 1075,0,2
 1080,0,2
 1085,0,2
 1090,0,2
 1095,0,2
 1100,0,1
 1105,0,2
 1110,0,2
 1115,0,2
 1120,0,3
 1125,0,3
 1130,0,3
 1135,0,3
 1140,0,4
 1145,0,4
 1150,0,4
 1155,0,4
 1160,0,4
 1165,0,4
 1170,0,4
 1175,0,4
 1180,0,4
 1185,0,4
 1190,0,4
 1195,0,4
 1200,0,4
 1205,0,2
 1210,0,2
 1215,0,2
 1220,0,2
 1225,0,1
 1230,0,1
 1235,0,1
 1240,0,1
 1245,0,0
 1250,0,0
 1255,0,0
 1260,0,0
 1265,0,0
 1270,0,0
 1275,0,0
 1280,0,0
 1285,0,1
 1290,0,1
 1295,0,1
 1300,0,1
 1305,0,1
 1310,0,1
 1315,0,1
 1320,0,1
 1325,0,3
 1330,0,3
 1335,0,3
 1340,0,3
 1345,0,3
 1350,0,4
 1355,0,4
 1360,0,4
 1365,0,4
 1370,0,4
 1375,0,4
 1380,0,4
 1385,0,4
 1390,0,3
 1395,0,3
 1400,0,3
 1405,0,3
 1410,0,4
 1415,0,4
 1420,0,4
 1425,0,2
 1430,0,2
 1435,0,2
 1440,0,2
 1445,0,3
 1450,0,2
 1455,0,2
 1460,0,2
 1465,0,2
 1470,0,2
 1475,0,2
 1480,0,2
 1485,0,2
 1490,0,2
 1495,0,2
 1500,0,2
 1505,0,2
 1510,0,1
 1515,0,1
 1520,0,1
 1525,0,1
 1530,0,1
 1535,0,1
 1540,0,1
 1545,0,1
 1550,0,1
 1555,0,1
 1560,0,1
 1565,0,1
 1570,0,1
 1575,0,1
 1580,0,2
 1585,0,3
 1590,0,3
 1595,0,3
 1600,0,3
 1605,0,3
 1610,0,3
 1615,0,3
 1620,0,3
 1625,0,3
 1630,0,4
 1635,0,4
 1640,0,4
 1645,0,4
 1650,0,4
 1655,0,4
 1660,0,3
 1665,0,3
 1670,0,3
 1675,0,3
 1680,0,3
 1685,0,1
 1690,0,1
 1695,0,1
 1700,0,1
 1705,0,1
 1710,0,1
 1715,0,1
 1720,0,1
 1725,0,1
 1730,0,0
 1735,0,0
 1740,0,0
 1745,0,1
 1750,0,1
 1755,0,1
 1760,0,1
 1765,0,1
 1770,0,2
 1775,0,2
 1780,0,2
 1785,0,2
 1790,0,2
 1795,0,2
 1800,0,3
 1805,0,3
 1810,0,3
 1815,0,3
 1820,0,3
 1825,0,3
 1830,0,3
 1835,0,3
 1840,0,3
 1845,0,2
 1850,0,2
 1855,0,2
 1860,0,2
 1865,0,2
 1870,0,2
 1875,0,1
 1880,0,1
 1885,0,1
 1890,0,1
 1895,0,1
 1900,0,1
 1905,0,0
 1910,0,0
 1915,0,0
 1920,0,0
 1925,0,0
 1930,0,0
 1935,0,1
 1940,0,1
 1945,0,1
 1950,0,1
 1955,0,1
 1960,0,1
 1965,0,1
 1970,0,1
 1975,0,1
 1980,0,1
 1985,0,2
 1990,0,3
 1995,0,3
 2000,0,3
 2005,0,3
 2010,0,3
 2015,0,3
 2020,0,3
 2025,0,3
 2030,0,3
 2035,0,3
 2040,0,2
 2045,0,3
 2050,0,3
 2055,0,3
 2060,0,3
 2065,0,3
 2070,0,3
 2075,0,3
 2080,0,3
 2085,0,2
 2090,0,1
 2095,0,1
 2100,0,1
 2105,0,1
