Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,7,4,6,3,3,3,3,0,0,0,0,0
15,15,7,9,3,8,8,6,2,0,0,0,0
20,31,13,16,8,17,17,8,9,0,0,0,0
25,50,20,26,12,27,27,13,14,0,0,0,0
30,74,30,36,16,40,40,18,22,0,0,0,0
35,102,41,46,20,58,58,26,32,0,0,0,0
40,133,54,64,27,75,75,35,40,0,0,0,0
45,164,66,81,31,95,95,48,47,0,0,0,0
50,195,77,96,38,113,113,57,56,0,0,0,0
55,226,89,110,44,134,134,66,68,0,0,0,0
60,257,100,125,48,153,153,75,78,0,0,0,0
65,288,118,140,57,159,159,79,80,0,0,0,0
70,319,142,157,70,165,165,82,83,0,0,0,0
75,350,167,173,83,171,171,84,87,0,0,0,0
80,381,191,188,94,177,177,88,89,0,0,0,0
85,412,217,202,106,183,183,90,93,0,0,0,0
90,443,236,213,117,192,189,92,97,0,3,0,0
95,474,249,226,129,204,200,93,107,0,4,0,0
100,505,258,237,138,227,223,94,129,0,4,0,0
105,536,268,250,148,239,235,95,140,0,4,0,0
110,567,275,259,155,267,260,96,164,0,7,0,0
115,598,289,278,169,281,274,101,173,0,7,0,0
120,629,299,292,179,296,289,103,186,0,7,0,0
125,660,317,310,197,312,302,105,197,0,10,0,0
130,691,329,329,209,331,318,109,209,0,13,0,0
135,722,339,347,219,342,328,113,215,0,14,0,0
140,753,345,363,225,360,342,117,225,0,18,0,0
145,784,345,377,225,374,352,120,232,0,22,0,0
150,815,345,385,225,393,366,122,244,0,27,0,0
155,846,345,398,225,409,377,124,253,0,32,0,0
160,877,345,412,225,425,389,129,260,0,36,0,0
165,908,345,427,225,444,404,131,273,0,40,0,0
170,939,345,442,225,460,414,136,278,0,46,0,0
175,970,345,460,225,479,425,141,284,0,54,0,0
180,1001,345,473,225,496,435,143,292,0,61,0,0
185,1032,345,488,225,515,444,146,298,0,71,0,0
